UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
4067,2023-06-14,桃園市,新屋區,45-49,1280
4068,2023-05-16,桃園市,新屋區,70+,1544
4069,2023-03-20,桃園市,新屋區,55-59,1298
4070,2023-03-20,桃園市,新屋區,25-29,2201
4071,2023-03-20,桃園市,新屋區,20-24,1504
4072,2023-03-19,桃園市,新屋區,50-54,1208
4073,2023-03-19,桃園市,新屋區,1,203
4074,2023-03-18,桃園市,新屋區,65-69,819
4075,2023-03-18,桃園市,新屋區,10-14,1009
4076,2023-03-18,桃園市,新屋區,40-44,1677
4077,2023-03-18,桃園市,新屋區,60-64,1077
4078,2023-03-17,桃園市,新屋區,5-9,1022
4079,2023-03-17,桃園市,新屋區,35-39,1778
4080,2023-03-17,桃園市,新屋區,3,161
4081,2023-03-17,桃園市,新屋區,30-34,2111
4082,2023-03-16,桃園市,新屋區,15-19,1100
4083,2023-03-13,桃園市,新屋區,2,197
4084,2023-03-11,桃園市,新屋區,0,162
4085,2023-03-08,桃園市,新屋區,4,162
