UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
931,2023-06-14,高雄市,林園區,15-19,1487
932,2023-06-14,高雄市,林園區,35-39,2163
933,2023-03-19,高雄市,林園區,60-64,1608
934,2023-03-19,高雄市,林園區,45-49,1912
935,2023-03-19,高雄市,林園區,40-44,2401
936,2023-03-19,高雄市,林園區,30-34,2045
937,2023-03-19,高雄市,林園區,20-24,1871
938,2023-03-19,高雄市,林園區,2,230
939,2023-03-19,高雄市,林園區,55-59,1696
940,2023-03-18,高雄市,林園區,3,244
941,2023-03-18,高雄市,林園區,25-29,2090
942,2023-03-18,高雄市,林園區,70+,2015
943,2023-03-18,高雄市,林園區,65-69,1350
944,2023-03-17,高雄市,林園區,5-9,1422
945,2023-03-17,高雄市,林園區,1,229
946,2023-03-17,高雄市,林園區,50-54,1700
947,2023-03-17,高雄市,林園區,10-14,1345
948,2023-03-16,高雄市,林園區,4,271
949,2023-03-15,高雄市,林園區,0,188
