UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
5777,2023-03-19,彰化縣,竹塘鄉,20-24,287
5778,2023-03-19,彰化縣,竹塘鄉,35-39,230
5779,2023-03-17,彰化縣,竹塘鄉,55-59,196
5780,2023-03-17,彰化縣,竹塘鄉,4,30
5781,2023-03-17,彰化縣,竹塘鄉,70+,509
5782,2023-03-17,彰化縣,竹塘鄉,45-49,232
5783,2023-03-16,彰化縣,竹塘鄉,25-29,226
5784,2023-03-15,彰化縣,竹塘鄉,40-44,279
5785,2023-03-15,彰化縣,竹塘鄉,50-54,208
5786,2023-03-15,彰化縣,竹塘鄉,1,47
5787,2023-03-14,彰化縣,竹塘鄉,65-69,182
5788,2023-03-14,彰化縣,竹塘鄉,5-9,163
5789,2023-03-14,彰化縣,竹塘鄉,10-14,243
5790,2023-03-13,彰化縣,竹塘鄉,30-34,211
5791,2023-03-12,彰化縣,竹塘鄉,60-64,188
5792,2023-03-11,彰化縣,竹塘鄉,15-19,299
5793,2023-02-16,彰化縣,竹塘鄉,2,33
5794,2023-02-05,彰化縣,竹塘鄉,3,37
5795,2023-01-23,彰化縣,竹塘鄉,0,22
