UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
3098,2023-03-19,苗栗縣,三灣鄉,55-59,133
3099,2023-03-17,苗栗縣,三灣鄉,15-19,92
3100,2023-03-17,苗栗縣,三灣鄉,25-29,150
3101,2023-03-16,苗栗縣,三灣鄉,45-49,124
3102,2023-03-15,苗栗縣,三灣鄉,70+,255
3103,2023-03-13,苗栗縣,三灣鄉,10-14,96
3104,2023-03-13,苗栗縣,三灣鄉,50-54,126
3105,2023-03-12,苗栗縣,三灣鄉,35-39,172
3106,2023-03-11,苗栗縣,三灣鄉,40-44,130
3107,2023-03-10,苗栗縣,三灣鄉,65-69,98
3108,2023-03-10,苗栗縣,三灣鄉,30-34,168
3109,2023-03-09,苗栗縣,三灣鄉,60-64,145
3110,2023-03-02,苗栗縣,三灣鄉,20-24,137
3111,2023-02-27,苗栗縣,三灣鄉,4,23
3112,2023-02-25,苗栗縣,三灣鄉,5-9,112
3113,2023-02-17,苗栗縣,三灣鄉,2,17
3114,2023-02-03,苗栗縣,三灣鄉,0,10
3115,2023-01-25,苗栗縣,三灣鄉,3,27
3116,2022-12-28,苗栗縣,三灣鄉,1,18
