UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
2471,2023-03-21,雲林縣,北港鎮,60-64,690
2472,2023-03-20,雲林縣,北港鎮,50-54,787
2473,2023-03-20,雲林縣,北港鎮,45-49,810
2474,2023-03-19,雲林縣,北港鎮,70+,1277
2475,2023-03-19,雲林縣,北港鎮,35-39,816
2476,2023-03-19,雲林縣,北港鎮,30-34,773
2477,2023-03-19,雲林縣,北港鎮,20-24,781
2478,2023-03-19,雲林縣,北港鎮,10-14,675
2479,2023-03-19,雲林縣,北港鎮,4,110
2480,2023-03-19,雲林縣,北港鎮,3,124
2481,2023-03-19,雲林縣,北港鎮,15-19,834
2482,2023-03-18,雲林縣,北港鎮,40-44,990
2483,2023-03-18,雲林縣,北港鎮,25-29,821
2484,2023-03-18,雲林縣,北港鎮,5-9,663
2485,2023-03-17,雲林縣,北港鎮,55-59,696
2486,2023-03-16,雲林縣,北港鎮,65-69,567
2487,2023-03-13,雲林縣,北港鎮,1,76
2488,2023-03-09,雲林縣,北港鎮,0,78
2489,2023-02-08,雲林縣,北港鎮,2,117
