UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
2946,2023-06-14,苗栗縣,大湖鄉,35-39,238
2947,2023-06-14,苗栗縣,大湖鄉,25-29,240
2948,2023-06-14,苗栗縣,大湖鄉,50-54,202
2949,2023-06-14,苗栗縣,大湖鄉,10-14,200
2950,2023-03-19,苗栗縣,大湖鄉,45-49,208
2951,2023-03-19,苗栗縣,大湖鄉,3,43
2952,2023-03-19,苗栗縣,大湖鄉,70+,543
2953,2023-03-18,苗栗縣,大湖鄉,40-44,205
2954,2023-03-17,苗栗縣,大湖鄉,20-24,255
2955,2023-03-17,苗栗縣,大湖鄉,15-19,277
2956,2023-03-17,苗栗縣,大湖鄉,0,32
2957,2023-03-15,苗栗縣,大湖鄉,65-69,227
2958,2023-03-13,苗栗縣,大湖鄉,60-64,224
2959,2023-03-10,苗栗縣,大湖鄉,5-9,173
2960,2023-03-07,苗栗縣,大湖鄉,30-34,231
2961,2023-03-04,苗栗縣,大湖鄉,55-59,232
2962,2023-02-10,苗栗縣,大湖鄉,2,42
2963,2023-02-04,苗栗縣,大湖鄉,1,23
2964,2023-01-14,苗栗縣,大湖鄉,4,36
