UID,發佈統計日期,縣市,年齡層,第1劑接種率,第2劑接種率,基礎加強劑接種率,第1次追加劑接種率,第2次追加劑接種率,第3次追加劑接種率,第4次追加劑接種率,第5次追加劑接種率
118,2023-09-17,苗栗縣,全區,89.00,84.20,0.90,71.30,18.20,0.00,0.00,0.00
119,2023-09-17,苗栗縣,6個月-4歲,39.80,22.60,3.20,0.40,0.00,0.00,0.00,0.00
120,2023-09-17,苗栗縣,5-11歲,84.20,65.20,0.30,24.80,0.20,0.00,0.00,0.00
121,2023-09-17,苗栗縣,12-17歲,94.30,86.60,0.10,63.20,4.60,0.00,0.00,0.00
122,2023-09-17,苗栗縣,18-29歲,96.00,92.60,0.50,79.00,9.50,0.00,0.00,0.00
123,2023-09-17,苗栗縣,30-49歲,93.20,89.90,0.80,80.00,14.90,0.00,0.00,0.00
124,2023-09-17,苗栗縣,50-64歲,89.20,86.30,1.10,77.50,22.20,0.00,0.00,0.00
125,2023-09-17,苗栗縣,65-74歲,87.90,85.20,1.30,78.10,39.10,9.90,0.00,0.00
126,2023-09-17,苗栗縣,75歲以上,79.30,74.90,1.20,65.00,36.80,9.20,0.00,0.00
373,2023-09-10,苗栗縣,全區,89.00,84.20,0.90,71.30,18.20,0.00,0.00,0.00
374,2023-09-10,苗栗縣,6個月-4歲,40.00,22.70,3.20,0.40,0.00,0.00,0.00,0.00
375,2023-09-10,苗栗縣,5-11歲,84.30,65.40,0.30,24.90,0.20,0.00,0.00,0.00
376,2023-09-10,苗栗縣,12-17歲,94.30,86.70,0.10,63.30,4.60,0.00,0.00,0.00
377,2023-09-10,苗栗縣,18-29歲,96.10,92.70,0.50,79.10,9.50,0.00,0.00,0.00
378,2023-09-10,苗栗縣,30-49歲,93.20,89.90,0.80,80.00,14.90,0.00,0.00,0.00
379,2023-09-10,苗栗縣,50-64歲,89.10,86.30,1.10,77.50,22.20,0.00,0.00,0.00
380,2023-09-10,苗栗縣,65-74歲,87.80,85.20,1.30,78.00,39.10,9.90,0.00,0.00
381,2023-09-10,苗栗縣,75歲以上,79.20,74.80,1.20,65.00,36.70,9.20,0.00,0.00
628,2023-09-03,苗栗縣,全區,89.00,84.20,0.90,71.30,18.20,0.00,0.00,0.00
629,2023-09-03,苗栗縣,6個月-4歲,40.30,22.80,3.20,0.40,0.00,0.00,0.00,0.00
630,2023-09-03,苗栗縣,5-11歲,84.40,65.50,0.30,25.00,0.20,0.00,0.00,0.00
631,2023-09-03,苗栗縣,12-17歲,94.30,86.80,0.10,63.50,4.70,0.00,0.00,0.00
632,2023-09-03,苗栗縣,18-29歲,96.10,92.80,0.50,79.10,9.60,0.00,0.00,0.00
633,2023-09-03,苗栗縣,30-49歲,93.20,89.80,0.80,80.00,14.90,0.00,0.00,0.00
634,2023-09-03,苗栗縣,50-64歲,89.10,86.30,1.10,77.50,22.20,0.00,0.00,0.00
635,2023-09-03,苗栗縣,65-74歲,87.70,85.10,1.30,77.90,39.10,9.90,0.00,0.00
636,2023-09-03,苗栗縣,75歲以上,79.20,74.80,1.20,64.90,36.70,9.20,0.00,0.00
883,2023-08-27,苗栗縣,全區,89.00,84.20,0.90,71.30,18.20,0.00,0.00,0.00
884,2023-08-27,苗栗縣,6個月-4歲,40.60,23.00,3.20,0.40,0.00,0.00,0.00,0.00
885,2023-08-27,苗栗縣,5-11歲,84.50,65.70,0.30,25.10,0.20,0.00,0.00,0.00
886,2023-08-27,苗栗縣,12-17歲,94.30,86.70,0.10,63.60,4.70,0.00,0.00,0.00
887,2023-08-27,苗栗縣,18-29歲,96.20,92.90,0.50,79.20,9.60,0.00,0.00,0.00
888,2023-08-27,苗栗縣,30-49歲,93.20,89.80,0.80,79.90,14.90,0.00,0.00,0.00
889,2023-08-27,苗栗縣,50-64歲,89.10,86.30,1.10,77.50,22.20,0.00,0.00,0.00
890,2023-08-27,苗栗縣,65-74歲,87.70,85.00,1.30,77.90,39.10,9.90,0.00,0.00
891,2023-08-27,苗栗縣,75歲以上,79.10,74.70,1.20,64.80,36.60,9.20,0.00,0.00
1138,2023-08-20,苗栗縣,全區,89.10,84.20,0.90,71.40,18.20,0.00,0.00,0.00
1139,2023-08-20,苗栗縣,6個月-4歲,40.80,23.10,3.20,0.50,0.00,0.00,0.00,0.00
1140,2023-08-20,苗栗縣,5-11歲,84.60,65.80,0.30,25.20,0.20,0.00,0.00,0.00
1141,2023-08-20,苗栗縣,12-17歲,94.70,87.20,0.10,64.00,4.70,0.00,0.00,0.00
