UID,個案死亡日,縣市別,區域,新增死亡人數,累計死亡人數,七天移動平均新增死亡人數
1597,2023-02-25,嘉義縣,中埔鄉,1,38,0.14
2561,2023-02-09,嘉義縣,中埔鄉,1,37,0.43
2645,2023-02-08,嘉義縣,中埔鄉,1,36,0.43
2884,2023-02-04,嘉義縣,中埔鄉,1,35,0.43
3022,2023-02-02,嘉義縣,中埔鄉,1,34,0.57
3144,2023-01-31,嘉義縣,中埔鄉,1,33,0.43
3314,2023-01-28,嘉義縣,中埔鄉,1,32,0.29
3356,2023-01-27,嘉義縣,中埔鄉,1,31,0.14
7234,2022-11-04,嘉義縣,中埔鄉,1,30,0.57
7539,2022-10-30,嘉義縣,中埔鄉,2,29,0.71
7604,2022-10-29,嘉義縣,中埔鄉,1,27,0.43
7822,2022-10-26,嘉義縣,中埔鄉,1,26,0.29
7888,2022-10-25,嘉義縣,中埔鄉,1,25,0.14
8592,2022-10-15,嘉義縣,中埔鄉,1,24,0.29
8876,2022-10-11,嘉義縣,中埔鄉,1,23,0.43
9199,2022-10-06,嘉義縣,中埔鄉,1,22,0.29
9269,2022-10-05,嘉義縣,中埔鄉,1,21,0.14
9899,2022-09-25,嘉義縣,中埔鄉,1,20,0.29
10185,2022-09-20,嘉義縣,中埔鄉,1,19,0.29
10404,2022-09-16,嘉義縣,中埔鄉,1,18,0.14
11187,2022-08-30,嘉義縣,中埔鄉,1,17,0.14
13190,2022-07-17,嘉義縣,中埔鄉,1,16,0.43
13466,2022-07-13,嘉義縣,中埔鄉,1,15,0.29
13543,2022-07-12,嘉義縣,中埔鄉,1,14,0.29
13989,2022-07-06,嘉義縣,中埔鄉,1,13,0.29
14071,2022-07-05,嘉義縣,中埔鄉,1,12,0.29
14636,2022-06-29,嘉義縣,中埔鄉,1,11,0.71
14838,2022-06-27,嘉義縣,中埔鄉,1,10,0.71
14932,2022-06-26,嘉義縣,中埔鄉,1,9,0.57
15118,2022-06-24,嘉義縣,中埔鄉,1,8,0.43
15231,2022-06-23,嘉義縣,中埔鄉,1,7,0.43
15344,2022-06-22,嘉義縣,中埔鄉,1,6,0.29
15936,2022-06-17,嘉義縣,中埔鄉,1,5,0.29
16440,2022-06-13,嘉義縣,中埔鄉,1,4,0.14
17303,2022-06-06,嘉義縣,中埔鄉,1,3,0.43
17408,2022-06-05,嘉義縣,中埔鄉,1,2,0.29
17669,2022-06-03,嘉義縣,中埔鄉,1,1,0.14
