UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
6384,2023-06-14,花蓮縣,秀林鄉,45-49,448
6385,2023-03-20,花蓮縣,秀林鄉,2,104
6386,2023-03-20,花蓮縣,秀林鄉,3,116
6387,2023-03-18,花蓮縣,秀林鄉,20-24,681
6388,2023-03-15,花蓮縣,秀林鄉,65-69,301
6389,2023-03-15,花蓮縣,秀林鄉,25-29,679
6390,2023-03-15,花蓮縣,秀林鄉,70+,417
6391,2023-03-14,花蓮縣,秀林鄉,55-59,435
6392,2023-03-13,花蓮縣,秀林鄉,40-44,528
6393,2023-03-13,花蓮縣,秀林鄉,50-54,470
6394,2023-03-11,花蓮縣,秀林鄉,10-14,509
6395,2023-03-11,花蓮縣,秀林鄉,35-39,500
6396,2023-03-10,花蓮縣,秀林鄉,15-19,557
6397,2023-03-10,花蓮縣,秀林鄉,60-64,395
6398,2023-03-09,花蓮縣,秀林鄉,5-9,550
6399,2023-03-04,花蓮縣,秀林鄉,30-34,536
6400,2023-03-02,花蓮縣,秀林鄉,1,104
6401,2023-02-28,花蓮縣,秀林鄉,0,96
6402,2023-02-23,花蓮縣,秀林鄉,4,113
