UID,發佈統計日期,縣市,年齡層,第1劑接種率,第2劑接種率,基礎加強劑接種率,第1次追加劑接種率,第2次追加劑接種率,第3次追加劑接種率,第4次追加劑接種率,第5次追加劑接種率
163,2023-09-17,南投縣,全區,89.10,84.60,1.10,71.70,23.10,0.00,0.00,0.00
164,2023-09-17,南投縣,6個月-4歲,40.00,23.60,3.20,1.50,0.00,0.00,0.00,0.00
165,2023-09-17,南投縣,5-11歲,83.80,66.50,0.70,15.80,0.40,0.00,0.00,0.00
166,2023-09-17,南投縣,12-17歲,93.90,87.50,0.40,62.80,9.60,0.00,0.00,0.00
167,2023-09-17,南投縣,18-29歲,95.50,91.90,0.60,79.10,13.10,0.00,0.00,0.00
168,2023-09-17,南投縣,30-49歲,92.50,89.00,1.00,78.30,20.00,0.00,0.00,0.00
169,2023-09-17,南投縣,50-64歲,89.10,86.10,1.10,76.90,26.50,0.00,0.00,0.00
170,2023-09-17,南投縣,65-74歲,90.10,87.50,1.20,80.80,42.70,10.40,0.00,0.00
171,2023-09-17,南投縣,75歲以上,83.60,80.00,1.50,72.30,42.90,10.90,0.00,0.00
418,2023-09-10,南投縣,全區,89.20,84.70,1.10,71.70,23.10,0.00,0.00,0.00
419,2023-09-10,南投縣,6個月-4歲,40.40,23.80,3.20,1.50,0.00,0.00,0.00,0.00
420,2023-09-10,南投縣,5-11歲,83.70,66.50,0.70,15.80,0.40,0.00,0.00,0.00
421,2023-09-10,南投縣,12-17歲,94.10,87.70,0.40,63.10,9.70,0.00,0.00,0.00
422,2023-09-10,南投縣,18-29歲,95.60,92.00,0.60,79.20,13.10,0.00,0.00,0.00
423,2023-09-10,南投縣,30-49歲,92.50,88.90,1.00,78.20,20.00,0.00,0.00,0.00
424,2023-09-10,南投縣,50-64歲,89.10,86.10,1.10,76.90,26.50,0.00,0.00,0.00
425,2023-09-10,南投縣,65-74歲,90.00,87.50,1.20,80.80,42.70,10.30,0.00,0.00
426,2023-09-10,南投縣,75歲以上,83.50,79.90,1.50,72.20,42.80,10.90,0.00,0.00
673,2023-09-03,南投縣,全區,89.20,84.70,1.10,71.70,23.10,0.00,0.00,0.00
674,2023-09-03,南投縣,6個月-4歲,40.70,24.00,3.20,1.50,0.00,0.00,0.00,0.00
675,2023-09-03,南投縣,5-11歲,83.80,66.60,0.70,15.90,0.40,0.00,0.00,0.00
676,2023-09-03,南投縣,12-17歲,94.30,87.90,0.40,63.30,9.70,0.00,0.00,0.00
677,2023-09-03,南投縣,18-29歲,95.70,92.10,0.60,79.30,13.10,0.00,0.00,0.00
678,2023-09-03,南投縣,30-49歲,92.50,89.00,1.00,78.30,20.00,0.00,0.00,0.00
679,2023-09-03,南投縣,50-64歲,89.10,86.10,1.10,76.90,26.60,0.00,0.00,0.00
680,2023-09-03,南投縣,65-74歲,90.00,87.50,1.20,80.70,42.70,10.30,0.00,0.00
681,2023-09-03,南投縣,75歲以上,83.40,79.90,1.60,72.10,42.80,10.90,0.00,0.00
928,2023-08-27,南投縣,全區,89.20,84.70,1.10,71.70,23.10,0.00,0.00,0.00
929,2023-08-27,南投縣,6個月-4歲,40.90,24.20,3.20,1.50,0.00,0.00,0.00,0.00
930,2023-08-27,南投縣,5-11歲,84.00,66.80,0.70,15.90,0.40,0.00,0.00,0.00
931,2023-08-27,南投縣,12-17歲,94.30,88.00,0.50,63.60,9.80,0.00,0.00,0.00
932,2023-08-27,南投縣,18-29歲,95.80,92.20,0.60,79.40,13.10,0.00,0.00,0.00
933,2023-08-27,南投縣,30-49歲,92.50,89.00,1.00,78.20,20.00,0.00,0.00,0.00
934,2023-08-27,南投縣,50-64歲,89.20,86.20,1.10,76.90,26.60,0.00,0.00,0.00
935,2023-08-27,南投縣,65-74歲,90.00,87.40,1.20,80.70,42.70,10.30,0.00,0.00
936,2023-08-27,南投縣,75歲以上,83.40,79.90,1.60,72.10,42.70,10.70,0.00,0.00
1183,2023-08-20,南投縣,全區,89.20,84.70,1.10,71.70,23.10,0.00,0.00,0.00
1184,2023-08-20,南投縣,6個月-4歲,41.10,24.20,3.20,1.50,0.00,0.00,0.00,0.00
1185,2023-08-20,南投縣,5-11歲,83.90,66.90,0.70,15.90,0.40,0.00,0.00,0.00
1186,2023-08-20,南投縣,12-17歲,94.80,88.40,0.50,64.10,9.80,0.00,0.00,0.00
1187,2023-08-20,南投縣,18-29歲,95.50,91.90,0.60,79.20,13.10,0.00,0.00,0.00
1188,2023-08-20,南投縣,30-49歲,92.50,89.00,1.00,78.30,20.00,0.00,0.00,0.00
1189,2023-08-20,南投縣,50-64歲,89.10,86.10,1.10,76.90,26.50,0.00,0.00,0.00
1190,2023-08-20,南投縣,65-74歲,90.30,87.70,1.20,80.90,42.80,10.30,0.00,0.00
1191,2023-08-20,南投縣,75歲以上,83.20,79.70,1.60,71.90,42.60,10.70,0.00,0.00
1438,2023-08-13,南投縣,全區,89.20,84.70,1.10,71.70,23.10,0.00,0.00,0.00
1439,2023-08-13,南投縣,6個月-4歲,41.40,24.30,3.30,1.50,0.00,0.00,0.00,0.00
1440,2023-08-13,南投縣,5-11歲,84.10,67.10,0.70,15.90,0.40,0.00,0.00,0.00
1441,2023-08-13,南投縣,12-17歲,94.80,88.50,0.50,64.30,9.90,0.00,0.00,0.00
1442,2023-08-13,南投縣,18-29歲,95.60,92.00,0.60,79.30,13.10,0.00,0.00,0.00
1443,2023-08-13,南投縣,30-49歲,92.50,89.00,1.00,78.30,20.00,0.00,0.00,0.00
1444,2023-08-13,南投縣,50-64歲,89.10,86.10,1.10,76.90,26.60,0.00,0.00,0.00
1445,2023-08-13,南投縣,65-74歲,90.20,87.60,1.20,80.90,42.80,10.20,0.00,0.00
1446,2023-08-13,南投縣,75歲以上,83.10,79.60,1.60,71.80,42.60,10.70,0.00,0.00
1693,2023-08-06,南投縣,全區,89.30,84.80,1.10,71.80,23.10,0.00,0.00,0.00
1694,2023-08-06,南投縣,6個月-4歲,41.70,24.50,3.30,1.50,0.00,0.00,0.00,0.00
1695,2023-08-06,南投縣,5-11歲,84.30,67.30,0.70,16.00,0.40,0.00,0.00,0.00
1696,2023-08-06,南投縣,12-17歲,94.80,88.50,0.50,64.50,9.90,0.00,0.00,0.00
1697,2023-08-06,南投縣,18-29歲,95.70,92.10,0.60,79.30,13.10,0.00,0.00,0.00
1698,2023-08-06,南投縣,30-49歲,92.50,89.00,1.00,78.30,20.00,0.00,0.00,0.00
1699,2023-08-06,南投縣,50-64歲,89.20,86.20,1.10,76.90,26.60,0.00,0.00,0.00
1700,2023-08-06,南投縣,65-74歲,90.10,87.50,1.20,80.80,42.80,10.20,0.00,0.00
