UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
1026,2023-06-14,高雄市,大社區,0,103
1027,2023-06-14,高雄市,大社區,15-19,880
1028,2023-05-15,高雄市,大社區,5-9,685
1029,2023-03-19,高雄市,大社區,55-59,963
1030,2023-03-19,高雄市,大社區,30-34,1296
1031,2023-03-19,高雄市,大社區,25-29,1467
1032,2023-03-18,高雄市,大社區,10-14,657
1033,2023-03-18,高雄市,大社區,20-24,2060
1034,2023-03-18,高雄市,大社區,35-39,1219
1035,2023-03-18,高雄市,大社區,45-49,1032
1036,2023-03-18,高雄市,大社區,65-69,718
1037,2023-03-18,高雄市,大社區,50-54,939
1038,2023-03-17,高雄市,大社區,70+,1091
1039,2023-03-17,高雄市,大社區,60-64,945
1040,2023-03-16,高雄市,大社區,40-44,1196
1041,2023-03-15,高雄市,大社區,4,142
1042,2023-03-06,高雄市,大社區,2,149
1043,2023-03-03,高雄市,大社區,1,125
1044,2023-02-27,高雄市,大社區,3,139
