UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
4694,2023-03-21,台中市,大安區,20-24,441
4695,2023-03-19,台中市,大安區,25-29,541
4696,2023-03-19,台中市,大安區,50-54,407
4697,2023-03-19,台中市,大安區,70+,634
4698,2023-03-18,台中市,大安區,30-34,600
4699,2023-03-18,台中市,大安區,65-69,260
4700,2023-03-18,台中市,大安區,40-44,502
4701,2023-03-18,台中市,大安區,35-39,566
4702,2023-03-17,台中市,大安區,45-49,409
4703,2023-03-17,台中市,大安區,60-64,365
4704,2023-03-16,台中市,大安區,55-59,443
4705,2023-03-15,台中市,大安區,10-14,364
4706,2023-03-15,台中市,大安區,15-19,398
4707,2023-03-12,台中市,大安區,4,77
4708,2023-03-12,台中市,大安區,5-9,418
4709,2023-03-10,台中市,大安區,2,76
4710,2023-03-10,台中市,大安區,0,60
4711,2023-03-06,台中市,大安區,1,61
4712,2023-03-01,台中市,大安區,3,69
