UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
2794,2023-07-17,苗栗縣,全區,50-54,13461
2795,2023-06-14,苗栗縣,全區,40-44,21243
2796,2023-06-14,苗栗縣,全區,10-14,12970
2797,2023-06-14,苗栗縣,全區,55-59,12506
2798,2023-06-14,苗栗縣,全區,45-49,15735
2799,2023-06-14,苗栗縣,全區,65-69,9410
2800,2023-06-14,苗栗縣,全區,60-64,11967
2801,2023-06-14,苗栗縣,全區,5-9,14122
2802,2023-06-14,苗栗縣,全區,35-39,20869
2803,2023-06-14,苗栗縣,全區,30-34,20366
2804,2023-06-14,苗栗縣,全區,20-24,15515
2805,2023-06-14,苗栗縣,全區,70+,18669
2806,2023-06-14,苗栗縣,全區,25-29,19771
2807,2023-03-21,苗栗縣,全區,2,2221
2808,2023-03-20,苗栗縣,全區,1,2116
2809,2023-03-20,苗栗縣,全區,4,2447
2810,2023-03-20,苗栗縣,全區,15-19,13780
2811,2023-03-19,苗栗縣,全區,0,1518
2812,2023-03-19,苗栗縣,全區,3,2197
