UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
1197,2023-03-19,高雄市,杉林區,15-19,173
1198,2023-03-18,高雄市,杉林區,30-34,158
1199,2023-03-18,高雄市,杉林區,40-44,200
1200,2023-03-17,高雄市,杉林區,25-29,161
1201,2023-03-16,高雄市,杉林區,45-49,150
1202,2023-03-16,高雄市,杉林區,60-64,202
1203,2023-03-13,高雄市,杉林區,20-24,185
1204,2023-03-08,高雄市,杉林區,70+,420
1205,2023-03-07,高雄市,杉林區,65-69,187
1206,2023-03-06,高雄市,杉林區,50-54,169
1207,2023-03-02,高雄市,杉林區,10-14,177
1208,2023-03-02,高雄市,杉林區,55-59,175
1209,2023-02-27,高雄市,杉林區,2,26
1210,2023-02-23,高雄市,杉林區,5-9,156
1211,2023-02-23,高雄市,杉林區,35-39,162
1212,2023-02-19,高雄市,杉林區,0,26
1213,2023-02-17,高雄市,杉林區,1,34
1214,2022-12-30,高雄市,杉林區,4,26
1215,2022-11-25,高雄市,杉林區,3,37
