UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
5093,2023-06-14,宜蘭縣,全區,60-64,11230
5094,2023-06-14,宜蘭縣,全區,70+,17985
5095,2023-06-14,宜蘭縣,全區,50-54,12648
5096,2023-06-14,宜蘭縣,全區,20-24,14074
5097,2023-06-14,宜蘭縣,全區,25-29,16325
5098,2023-06-14,宜蘭縣,全區,40-44,16707
5099,2023-06-14,宜蘭縣,全區,65-69,9125
5100,2023-06-14,宜蘭縣,全區,35-39,15865
5101,2023-03-21,宜蘭縣,全區,45-49,13884
5102,2023-03-20,宜蘭縣,全區,2,1794
5103,2023-03-20,宜蘭縣,全區,30-34,15971
5104,2023-03-20,宜蘭縣,全區,5-9,11407
5105,2023-03-20,宜蘭縣,全區,55-59,11996
5106,2023-03-20,宜蘭縣,全區,10-14,10837
5107,2023-03-20,宜蘭縣,全區,15-19,11818
5108,2023-03-20,宜蘭縣,全區,4,2003
5109,2023-03-19,宜蘭縣,全區,3,1859
5110,2023-03-19,宜蘭縣,全區,1,1911
5111,2023-03-18,宜蘭縣,全區,0,1308
