UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
4732,2023-03-19,台中市,和平區,50-54,207
4733,2023-03-17,台中市,和平區,25-29,213
4734,2023-03-17,台中市,和平區,20-24,168
4735,2023-03-16,台中市,和平區,40-44,176
4736,2023-03-16,台中市,和平區,45-49,168
4737,2023-03-16,台中市,和平區,55-59,233
4738,2023-03-15,台中市,和平區,15-19,180
4739,2023-03-15,台中市,和平區,0,32
4740,2023-03-15,台中市,和平區,70+,277
4741,2023-03-14,台中市,和平區,60-64,218
4742,2023-03-07,台中市,和平區,10-14,179
4743,2023-03-02,台中市,和平區,30-34,191
4744,2023-03-01,台中市,和平區,65-69,157
4745,2023-02-28,台中市,和平區,5-9,176
4746,2023-02-21,台中市,和平區,35-39,161
4747,2023-02-14,台中市,和平區,2,29
4748,2023-01-30,台中市,和平區,3,21
4749,2023-01-15,台中市,和平區,4,33
4750,2022-10-31,台中市,和平區,1,28
