UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
7086,2023-03-21,南投縣,全區,60-64,9866
7087,2023-03-21,南投縣,全區,25-29,13023
7088,2023-03-21,南投縣,全區,30-34,12226
7089,2023-03-20,南投縣,全區,35-39,12667
7090,2023-03-20,南投縣,全區,45-49,10593
7091,2023-03-20,南投縣,全區,15-19,10447
7092,2023-03-20,南投縣,全區,5-9,9733
7093,2023-03-20,南投縣,全區,65-69,8246
7094,2023-03-20,南投縣,全區,70+,16885
7095,2023-03-20,南投縣,全區,55-59,10191
7096,2023-03-20,南投縣,全區,20-24,11415
7097,2023-03-20,南投縣,全區,2,1657
7098,2023-03-19,南投縣,全區,50-54,10163
7099,2023-03-19,南投縣,全區,1,1670
7100,2023-03-19,南投縣,全區,10-14,9329
7101,2023-03-19,南投縣,全區,40-44,12777
7102,2023-03-19,南投縣,全區,3,1633
7103,2023-03-18,南投縣,全區,4,1673
7104,2023-03-16,南投縣,全區,0,1214
