UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
3497,2023-03-21,台南市,鹽水區,70+,757
3498,2023-03-20,台南市,鹽水區,30-34,630
3499,2023-03-20,台南市,鹽水區,15-19,472
3500,2023-03-19,台南市,鹽水區,0,48
3501,2023-03-18,台南市,鹽水區,40-44,660
3502,2023-03-18,台南市,鹽水區,50-54,469
3503,2023-03-18,台南市,鹽水區,35-39,685
3504,2023-03-18,台南市,鹽水區,55-59,500
3505,2023-03-17,台南市,鹽水區,45-49,459
3506,2023-03-17,台南市,鹽水區,20-24,500
3507,2023-03-16,台南市,鹽水區,25-29,644
3508,2023-03-16,台南市,鹽水區,3,69
3509,2023-03-16,台南市,鹽水區,4,82
3510,2023-03-16,台南市,鹽水區,60-64,481
3511,2023-03-15,台南市,鹽水區,65-69,330
3512,2023-03-15,台南市,鹽水區,5-9,417
3513,2023-03-04,台南市,鹽水區,10-14,383
3514,2023-03-03,台南市,鹽水區,2,84
3515,2023-02-20,台南市,鹽水區,1,70
