UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
6839,2023-03-20,嘉義縣,梅山鄉,70+,652
6840,2023-03-18,嘉義縣,梅山鄉,40-44,275
6841,2023-03-18,嘉義縣,梅山鄉,35-39,260
6842,2023-03-18,嘉義縣,梅山鄉,5-9,219
6843,2023-03-17,嘉義縣,梅山鄉,20-24,267
6844,2023-03-17,嘉義縣,梅山鄉,65-69,225
6845,2023-03-16,嘉義縣,梅山鄉,4,28
6846,2023-03-15,嘉義縣,梅山鄉,30-34,301
6847,2023-03-14,嘉義縣,梅山鄉,50-54,254
6848,2023-03-13,嘉義縣,梅山鄉,45-49,246
6849,2023-03-11,嘉義縣,梅山鄉,55-59,241
6850,2023-03-10,嘉義縣,梅山鄉,15-19,247
6851,2023-03-10,嘉義縣,梅山鄉,25-29,313
6852,2023-03-07,嘉義縣,梅山鄉,60-64,268
6853,2023-03-06,嘉義縣,梅山鄉,10-14,249
6854,2023-03-02,嘉義縣,梅山鄉,2,34
6855,2023-03-01,嘉義縣,梅山鄉,3,40
6856,2023-02-01,嘉義縣,梅山鄉,1,36
6857,2023-01-22,嘉義縣,梅山鄉,0,40
