UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
4751,2023-06-14,台東縣,關山鎮,40-44,176
4752,2023-03-19,台東縣,關山鎮,10-14,175
4753,2023-03-19,台東縣,關山鎮,50-54,162
4754,2023-03-17,台東縣,關山鎮,25-29,179
4755,2023-03-17,台東縣,關山鎮,70+,278
4756,2023-03-17,台東縣,關山鎮,0,15
4757,2023-03-17,台東縣,關山鎮,5-9,187
4758,2023-03-15,台東縣,關山鎮,20-24,174
4759,2023-03-15,台東縣,關山鎮,3,28
4760,2023-03-13,台東縣,關山鎮,55-59,157
4761,2023-03-12,台東縣,關山鎮,30-34,157
4762,2023-03-11,台東縣,關山鎮,35-39,165
4763,2023-03-08,台東縣,關山鎮,65-69,138
4764,2023-03-07,台東縣,關山鎮,60-64,141
4765,2023-03-07,台東縣,關山鎮,2,24
4766,2023-03-07,台東縣,關山鎮,45-49,143
4767,2023-02-11,台東縣,關山鎮,1,28
4768,2023-02-03,台東縣,關山鎮,15-19,150
4769,2023-01-26,台東縣,關山鎮,4,27
