UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
77,2023-07-07,新北市,新店區,60-64,8732
78,2023-06-14,新北市,新店區,25-29,13927
79,2023-06-14,新北市,新店區,70+,12709
80,2023-06-14,新北市,新店區,40-44,14810
81,2023-06-14,新北市,新店區,4,1332
82,2023-06-14,新北市,新店區,35-39,13843
83,2023-06-14,新北市,新店區,30-34,13247
84,2023-06-14,新北市,新店區,20-24,10608
85,2023-06-14,新北市,新店區,2,1219
86,2023-06-14,新北市,新店區,10-14,7539
87,2023-06-14,新北市,新店區,15-19,7940
88,2023-06-14,新北市,新店區,45-49,12865
89,2023-06-14,新北市,新店區,50-54,11420
90,2023-06-14,新北市,新店區,55-59,10254
91,2023-06-14,新北市,新店區,5-9,8066
92,2023-06-14,新北市,新店區,65-69,7547
93,2023-03-18,新北市,新店區,1,1169
94,2023-03-18,新北市,新店區,3,1225
95,2023-03-17,新北市,新店區,0,851
