UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
6858,2023-03-20,嘉義縣,新港鄉,60-64,485
6859,2023-03-20,嘉義縣,新港鄉,25-29,692
6860,2023-03-20,嘉義縣,新港鄉,35-39,678
6861,2023-03-19,嘉義縣,新港鄉,1,98
6862,2023-03-19,嘉義縣,新港鄉,15-19,644
6863,2023-03-18,嘉義縣,新港鄉,45-49,586
6864,2023-03-18,嘉義縣,新港鄉,30-34,574
6865,2023-03-18,嘉義縣,新港鄉,40-44,642
6866,2023-03-18,嘉義縣,新港鄉,10-14,511
6867,2023-03-18,嘉義縣,新港鄉,50-54,512
6868,2023-03-17,嘉義縣,新港鄉,2,92
6869,2023-03-15,嘉義縣,新港鄉,55-59,527
6870,2023-03-14,嘉義縣,新港鄉,65-69,401
6871,2023-03-14,嘉義縣,新港鄉,70+,989
6872,2023-03-13,嘉義縣,新港鄉,20-24,589
6873,2023-03-01,嘉義縣,新港鄉,5-9,495
6874,2023-03-01,嘉義縣,新港鄉,0,58
6875,2023-02-19,嘉義縣,新港鄉,4,101
6876,2023-02-06,嘉義縣,新港鄉,3,88
