UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
5397,2023-03-24,彰化縣,彰化市,70+,8333
5398,2023-03-21,彰化縣,彰化市,20-24,6542
5399,2023-03-20,彰化縣,彰化市,45-49,6793
5400,2023-03-20,彰化縣,彰化市,40-44,8602
5401,2023-03-20,彰化縣,彰化市,30-34,7315
5402,2023-03-20,彰化縣,彰化市,3,867
5403,2023-03-20,彰化縣,彰化市,60-64,5195
5404,2023-03-20,彰化縣,彰化市,5-9,5916
5405,2023-03-20,彰化縣,彰化市,50-54,5680
5406,2023-03-20,彰化縣,彰化市,10-14,5734
5407,2023-03-20,彰化縣,彰化市,15-19,5432
5408,2023-03-19,彰化縣,彰化市,25-29,7406
5409,2023-03-19,彰化縣,彰化市,35-39,8170
5410,2023-03-19,彰化縣,彰化市,55-59,5478
5411,2023-03-18,彰化縣,彰化市,1,868
5412,2023-03-18,彰化縣,彰化市,2,911
5413,2023-03-18,彰化縣,彰化市,65-69,4691
5414,2023-03-18,彰化縣,彰化市,0,605
5415,2023-03-17,彰化縣,彰化市,4,983
