UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
1881,2023-03-20,屏東縣,滿州鄉,50-54,102
1882,2023-03-18,屏東縣,滿州鄉,70+,201
1883,2023-03-18,屏東縣,滿州鄉,65-69,94
1884,2023-03-18,屏東縣,滿州鄉,60-64,126
1885,2023-03-16,屏東縣,滿州鄉,30-34,75
1886,2023-03-15,屏東縣,滿州鄉,45-49,81
1887,2023-03-14,屏東縣,滿州鄉,15-19,114
1888,2023-03-14,屏東縣,滿州鄉,0,12
1889,2023-03-11,屏東縣,滿州鄉,40-44,90
1890,2023-03-09,屏東縣,滿州鄉,35-39,93
1891,2023-03-07,屏東縣,滿州鄉,20-24,103
1892,2023-03-05,屏東縣,滿州鄉,25-29,79
1893,2023-03-03,屏東縣,滿州鄉,10-14,82
1894,2023-03-01,屏東縣,滿州鄉,55-59,116
1895,2023-02-24,屏東縣,滿州鄉,3,11
1896,2023-02-24,屏東縣,滿州鄉,1,14
1897,2023-02-13,屏東縣,滿州鄉,5-9,63
1898,2023-01-22,屏東縣,滿州鄉,4,15
1899,2022-07-26,屏東縣,滿州鄉,2,9
