UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
2490,2023-03-20,雲林縣,麥寮鄉,35-39,999
2491,2023-03-20,雲林縣,麥寮鄉,50-54,645
2492,2023-03-19,雲林縣,麥寮鄉,4,135
2493,2023-03-19,雲林縣,麥寮鄉,15-19,889
2494,2023-03-19,雲林縣,麥寮鄉,20-24,829
2495,2023-03-19,雲林縣,麥寮鄉,40-44,1156
2496,2023-03-19,雲林縣,麥寮鄉,30-34,798
2497,2023-03-18,雲林縣,麥寮鄉,60-64,492
2498,2023-03-18,雲林縣,麥寮鄉,70+,871
2499,2023-03-18,雲林縣,麥寮鄉,45-49,963
2500,2023-03-18,雲林縣,麥寮鄉,55-59,479
2501,2023-03-18,雲林縣,麥寮鄉,25-29,877
2502,2023-03-17,雲林縣,麥寮鄉,10-14,704
2503,2023-03-16,雲林縣,麥寮鄉,65-69,413
2504,2023-03-16,雲林縣,麥寮鄉,5-9,725
2505,2023-03-05,雲林縣,麥寮鄉,2,115
2506,2023-03-04,雲林縣,麥寮鄉,3,123
2507,2023-03-04,雲林縣,麥寮鄉,1,117
2508,2023-02-14,雲林縣,麥寮鄉,0,89
