UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
2775,2023-07-17,苗栗縣,頭份市,50-54,2895
2776,2023-06-14,苗栗縣,頭份市,40-44,5700
2777,2023-06-14,苗栗縣,頭份市,10-14,3207
2778,2023-06-14,苗栗縣,頭份市,55-59,2606
2779,2023-03-20,苗栗縣,頭份市,70+,3201
2780,2023-03-20,苗栗縣,頭份市,1,538
2781,2023-03-20,苗栗縣,頭份市,5-9,3671
2782,2023-03-20,苗栗縣,頭份市,25-29,4400
2783,2023-03-19,苗栗縣,頭份市,0,379
2784,2023-03-19,苗栗縣,頭份市,35-39,5354
2785,2023-03-19,苗栗縣,頭份市,30-34,4861
2786,2023-03-19,苗栗縣,頭份市,20-24,3178
2787,2023-03-19,苗栗縣,頭份市,15-19,3085
2788,2023-03-19,苗栗縣,頭份市,45-49,3938
2789,2023-03-19,苗栗縣,頭份市,2,543
2790,2023-03-19,苗栗縣,頭份市,3,543
2791,2023-03-18,苗栗縣,頭份市,4,644
2792,2023-03-18,苗栗縣,頭份市,60-64,2325
2793,2023-03-16,苗栗縣,頭份市,65-69,1816
