UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
6517,2023-03-20,花蓮縣,壽豐鄉,5-9,357
6518,2023-03-20,花蓮縣,壽豐鄉,10-14,310
6519,2023-03-19,花蓮縣,壽豐鄉,70+,920
6520,2023-03-19,花蓮縣,壽豐鄉,60-64,571
6521,2023-03-19,花蓮縣,壽豐鄉,50-54,490
6522,2023-03-19,花蓮縣,壽豐鄉,65-69,472
6523,2023-03-19,花蓮縣,壽豐鄉,45-49,457
6524,2023-03-18,花蓮縣,壽豐鄉,20-24,1497
6525,2023-03-18,花蓮縣,壽豐鄉,35-39,469
6526,2023-03-16,花蓮縣,壽豐鄉,15-19,689
6527,2023-03-14,花蓮縣,壽豐鄉,25-29,603
6528,2023-03-14,花蓮縣,壽豐鄉,55-59,576
6529,2023-03-13,花蓮縣,壽豐鄉,40-44,472
6530,2023-03-12,花蓮縣,壽豐鄉,30-34,436
6531,2023-03-11,花蓮縣,壽豐鄉,0,40
6532,2023-03-06,花蓮縣,壽豐鄉,3,64
6533,2023-03-03,花蓮縣,壽豐鄉,4,69
6534,2023-03-02,花蓮縣,壽豐鄉,1,52
6535,2023-01-31,花蓮縣,壽豐鄉,2,68
