UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
741,2023-06-14,高雄市,那瑪夏區,5-9,105
742,2023-06-14,高雄市,那瑪夏區,40-44,74
743,2023-06-14,高雄市,那瑪夏區,35-39,89
744,2023-03-16,高雄市,那瑪夏區,15-19,72
745,2023-03-15,高雄市,那瑪夏區,70+,51
746,2023-03-13,高雄市,那瑪夏區,50-54,55
747,2023-03-12,高雄市,那瑪夏區,55-59,56
748,2023-03-07,高雄市,那瑪夏區,30-34,70
749,2023-03-06,高雄市,那瑪夏區,45-49,61
750,2023-03-05,高雄市,那瑪夏區,60-64,55
751,2023-03-04,高雄市,那瑪夏區,10-14,95
752,2023-02-28,高雄市,那瑪夏區,20-24,75
753,2023-02-28,高雄市,那瑪夏區,25-29,54
754,2023-02-20,高雄市,那瑪夏區,1,18
755,2023-01-30,高雄市,那瑪夏區,0,18
756,2023-01-24,高雄市,那瑪夏區,65-69,57
757,2023-01-16,高雄市,那瑪夏區,2,22
758,2023-01-11,高雄市,那瑪夏區,4,21
759,2022-11-22,高雄市,那瑪夏區,3,13
