UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
5625,2023-03-20,彰化縣,埔心鄉,25-29,1117
5626,2023-03-20,彰化縣,埔心鄉,60-64,726
5627,2023-03-19,彰化縣,埔心鄉,15-19,795
5628,2023-03-19,彰化縣,埔心鄉,20-24,906
5629,2023-03-19,彰化縣,埔心鄉,45-49,967
5630,2023-03-19,彰化縣,埔心鄉,5-9,804
5631,2023-03-19,彰化縣,埔心鄉,30-34,1219
5632,2023-03-19,彰化縣,埔心鄉,70+,1098
5633,2023-03-18,彰化縣,埔心鄉,55-59,737
5634,2023-03-18,彰化縣,埔心鄉,50-54,761
5635,2023-03-17,彰化縣,埔心鄉,40-44,1244
5636,2023-03-17,彰化縣,埔心鄉,1,141
5637,2023-03-17,彰化縣,埔心鄉,2,151
5638,2023-03-15,彰化縣,埔心鄉,10-14,758
5639,2023-03-14,彰化縣,埔心鄉,35-39,1199
5640,2023-03-09,彰化縣,埔心鄉,65-69,546
5641,2023-03-07,彰化縣,埔心鄉,3,123
5642,2023-03-01,彰化縣,埔心鄉,0,104
5643,2023-02-18,彰化縣,埔心鄉,4,139
