UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
3972,2023-06-14,桃園市,龍潭區,0,389
3973,2023-06-14,桃園市,龍潭區,70+,3689
3974,2023-06-14,桃園市,龍潭區,10-14,3015
3975,2023-06-14,桃園市,龍潭區,5-9,3333
3976,2023-06-14,桃園市,龍潭區,2,534
3977,2023-06-14,桃園市,龍潭區,3,555
3978,2023-05-16,桃園市,龍潭區,1,529
3979,2023-03-20,桃園市,龍潭區,15-19,3326
3980,2023-03-20,桃園市,龍潭區,30-34,5273
3981,2023-03-20,桃園市,龍潭區,35-39,5028
3982,2023-03-20,桃園市,龍潭區,50-54,3512
3983,2023-03-20,桃園市,龍潭區,55-59,3359
3984,2023-03-20,桃園市,龍潭區,60-64,2963
3985,2023-03-20,桃園市,龍潭區,40-44,5454
3986,2023-03-19,桃園市,龍潭區,45-49,4053
3987,2023-03-19,桃園市,龍潭區,25-29,5389
3988,2023-03-19,桃園市,龍潭區,20-24,3982
3989,2023-03-19,桃園市,龍潭區,65-69,2368
3990,2023-03-14,桃園市,龍潭區,4,540
