UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
2623,2023-03-20,雲林縣,大埤鄉,15-19,398
2624,2023-03-19,雲林縣,大埤鄉,30-34,332
2625,2023-03-19,雲林縣,大埤鄉,40-44,418
2626,2023-03-19,雲林縣,大埤鄉,20-24,393
2627,2023-03-18,雲林縣,大埤鄉,50-54,297
2628,2023-03-17,雲林縣,大埤鄉,35-39,408
2629,2023-03-13,雲林縣,大埤鄉,55-59,287
2630,2023-03-13,雲林縣,大埤鄉,45-49,362
2631,2023-03-13,雲林縣,大埤鄉,70+,596
2632,2023-03-12,雲林縣,大埤鄉,25-29,372
2633,2023-03-11,雲林縣,大埤鄉,5-9,297
2634,2023-03-10,雲林縣,大埤鄉,3,56
2635,2023-03-08,雲林縣,大埤鄉,65-69,201
2636,2023-03-06,雲林縣,大埤鄉,2,55
2637,2023-03-04,雲林縣,大埤鄉,1,50
2638,2023-03-03,雲林縣,大埤鄉,60-64,276
2639,2023-03-03,雲林縣,大埤鄉,10-14,327
2640,2023-02-22,雲林縣,大埤鄉,0,33
2641,2023-02-14,雲林縣,大埤鄉,4,49
