UID,發佈統計日期,縣市,年齡層,第1劑接種率,第2劑接種率,基礎加強劑接種率,第1次追加劑接種率,第2次追加劑接種率,第3次追加劑接種率,第4次追加劑接種率,第5次追加劑接種率
100,2023-09-17,宜蘭縣,全區,90.30,86.10,0.70,75.10,25.50,0.00,0.00,0.00
101,2023-09-17,宜蘭縣,6個月-4歲,44.90,29.80,5.60,3.40,0.00,0.00,0.00,0.00
102,2023-09-17,宜蘭縣,5-11歲,82.50,62.20,0.50,23.90,0.40,0.00,0.00,0.00
103,2023-09-17,宜蘭縣,12-17歲,93.00,85.60,0.20,66.80,22.70,0.00,0.00,0.00
104,2023-09-17,宜蘭縣,18-29歲,96.00,93.00,0.40,80.80,14.10,0.00,0.00,0.00
105,2023-09-17,宜蘭縣,30-49歲,93.60,90.90,0.60,82.10,21.20,0.00,0.00,0.00
106,2023-09-17,宜蘭縣,50-64歲,91.60,89.30,0.60,82.50,30.90,0.00,0.00,0.00
107,2023-09-17,宜蘭縣,65-74歲,91.40,89.60,0.80,84.40,49.10,15.00,0.00,0.00
108,2023-09-17,宜蘭縣,75歲以上,86.00,83.10,0.70,75.20,44.30,12.10,0.00,0.00
355,2023-09-10,宜蘭縣,全區,90.30,86.10,0.70,75.10,25.50,0.00,0.00,0.00
356,2023-09-10,宜蘭縣,6個月-4歲,45.10,30.00,5.60,3.40,0.00,0.00,0.00,0.00
357,2023-09-10,宜蘭縣,5-11歲,82.60,62.30,0.40,23.90,0.40,0.00,0.00,0.00
358,2023-09-10,宜蘭縣,12-17歲,93.10,85.80,0.20,67.00,22.80,0.00,0.00,0.00
359,2023-09-10,宜蘭縣,18-29歲,96.00,93.00,0.40,80.90,14.10,0.00,0.00,0.00
360,2023-09-10,宜蘭縣,30-49歲,93.60,90.90,0.60,82.10,21.20,0.00,0.00,0.00
361,2023-09-10,宜蘭縣,50-64歲,91.60,89.30,0.60,82.40,30.90,0.00,0.00,0.00
362,2023-09-10,宜蘭縣,65-74歲,91.30,89.50,0.80,84.30,49.00,14.90,0.00,0.00
363,2023-09-10,宜蘭縣,75歲以上,86.00,83.00,0.70,75.10,44.30,12.10,0.00,0.00
610,2023-09-03,宜蘭縣,全區,90.30,86.10,0.70,75.10,25.50,0.00,0.00,0.00
611,2023-09-03,宜蘭縣,6個月-4歲,45.30,30.10,5.60,3.40,0.00,0.00,0.00,0.00
612,2023-09-03,宜蘭縣,5-11歲,82.70,62.40,0.40,24.00,0.40,0.00,0.00,0.00
613,2023-09-03,宜蘭縣,12-17歲,93.10,85.80,0.20,67.20,22.90,0.00,0.00,0.00
614,2023-09-03,宜蘭縣,18-29歲,96.10,93.10,0.40,81.00,14.10,0.00,0.00,0.00
615,2023-09-03,宜蘭縣,30-49歲,93.60,90.80,0.60,82.10,21.20,0.00,0.00,0.00
616,2023-09-03,宜蘭縣,50-64歲,91.60,89.30,0.60,82.40,30.90,0.00,0.00,0.00
617,2023-09-03,宜蘭縣,65-74歲,91.20,89.50,0.80,84.20,49.00,14.90,0.00,0.00
618,2023-09-03,宜蘭縣,75歲以上,86.00,83.00,0.70,75.10,44.30,12.10,0.00,0.00
865,2023-08-27,宜蘭縣,全區,90.30,86.20,0.70,75.10,25.50,0.00,0.00,0.00
866,2023-08-27,宜蘭縣,6個月-4歲,45.60,30.30,5.60,3.40,0.00,0.00,0.00,0.00
867,2023-08-27,宜蘭縣,5-11歲,82.80,62.50,0.40,24.10,0.40,0.00,0.00,0.00
868,2023-08-27,宜蘭縣,12-17歲,93.00,85.80,0.20,67.30,22.90,0.00,0.00,0.00
869,2023-08-27,宜蘭縣,18-29歲,96.20,93.20,0.40,81.10,14.10,0.00,0.00,0.00
870,2023-08-27,宜蘭縣,30-49歲,93.60,90.90,0.60,82.10,21.20,0.00,0.00,0.00
871,2023-08-27,宜蘭縣,50-64歲,91.60,89.30,0.60,82.40,30.90,0.00,0.00,0.00
872,2023-08-27,宜蘭縣,65-74歲,91.10,89.30,0.80,84.10,49.00,14.90,0.00,0.00
873,2023-08-27,宜蘭縣,75歲以上,85.90,83.00,0.70,75.10,44.30,12.10,0.00,0.00
1120,2023-08-20,宜蘭縣,全區,90.40,86.20,0.70,75.10,25.50,0.00,0.00,0.00
1121,2023-08-20,宜蘭縣,6個月-4歲,45.60,30.30,5.60,3.40,0.00,0.00,0.00,0.00
1122,2023-08-20,宜蘭縣,5-11歲,83.10,62.70,0.40,24.10,0.40,0.00,0.00,0.00
1123,2023-08-20,宜蘭縣,12-17歲,93.30,86.20,0.20,67.60,23.10,0.00,0.00,0.00
1124,2023-08-20,宜蘭縣,18-29歲,96.10,93.00,0.40,81.00,14.10,0.00,0.00,0.00
1125,2023-08-20,宜蘭縣,30-49歲,93.70,91.00,0.60,82.20,21.20,0.00,0.00,0.00
1126,2023-08-20,宜蘭縣,50-64歲,91.60,89.30,0.60,82.50,30.90,0.00,0.00,0.00
1127,2023-08-20,宜蘭縣,65-74歲,91.40,89.70,0.80,84.40,49.20,15.00,0.00,0.00
1128,2023-08-20,宜蘭縣,75歲以上,85.80,82.80,0.70,74.90,44.10,12.00,0.00,0.00
1375,2023-08-13,宜蘭縣,全區,90.40,86.20,0.70,75.10,25.50,0.00,0.00,0.00
1376,2023-08-13,宜蘭縣,6個月-4歲,45.90,30.50,5.50,3.50,0.00,0.00,0.00,0.00
1377,2023-08-13,宜蘭縣,5-11歲,83.10,62.80,0.40,24.20,0.40,0.00,0.00,0.00
1378,2023-08-13,宜蘭縣,12-17歲,93.40,86.20,0.20,67.80,23.20,0.00,0.00,0.00
1379,2023-08-13,宜蘭縣,18-29歲,96.20,93.10,0.40,81.00,14.10,0.00,0.00,0.00
1380,2023-08-13,宜蘭縣,30-49歲,93.70,90.90,0.60,82.20,21.20,0.00,0.00,0.00
1381,2023-08-13,宜蘭縣,50-64歲,91.60,89.30,0.60,82.50,31.00,0.00,0.00,0.00
1382,2023-08-13,宜蘭縣,65-74歲,91.30,89.60,0.80,84.30,49.10,15.00,0.00,0.00
1383,2023-08-13,宜蘭縣,75歲以上,85.70,82.70,0.70,74.80,44.10,12.00,0.00,0.00
1630,2023-08-06,宜蘭縣,全區,90.40,86.20,0.70,75.10,25.50,0.00,0.00,0.00
1631,2023-08-06,宜蘭縣,6個月-4歲,46.10,30.60,5.50,3.40,0.00,0.00,0.00,0.00
1632,2023-08-06,宜蘭縣,5-11歲,83.20,62.90,0.40,24.20,0.40,0.00,0.00,0.00
1633,2023-08-06,宜蘭縣,12-17歲,93.30,86.20,0.20,67.90,23.30,0.00,0.00,0.00
1634,2023-08-06,宜蘭縣,18-29歲,96.30,93.20,0.40,81.10,14.10,0.00,0.00,0.00
1635,2023-08-06,宜蘭縣,30-49歲,93.60,90.90,0.60,82.20,21.20,0.00,0.00,0.00
1636,2023-08-06,宜蘭縣,50-64歲,91.60,89.30,0.60,82.50,31.00,0.00,0.00,0.00
1637,2023-08-06,宜蘭縣,65-74歲,91.20,89.50,0.80,84.20,49.10,15.00,0.00,0.00
1638,2023-08-06,宜蘭縣,75歲以上,85.70,82.70,0.70,74.80,44.00,12.00,0.00,0.00
1885,2023-07-30,宜蘭縣,全區,90.40,86.20,0.70,75.10,25.50,0.00,0.00,0.00
1886,2023-07-30,宜蘭縣,6個月-4歲,46.40,30.70,5.50,3.40,0.00,0.00,0.00,0.00
1887,2023-07-30,宜蘭縣,5-11歲,83.30,62.90,0.40,24.20,0.40,0.00,0.00,0.00
1888,2023-07-30,宜蘭縣,12-17歲,93.30,86.30,0.20,68.00,23.30,0.00,0.00,0.00
1889,2023-07-30,宜蘭縣,18-29歲,96.30,93.30,0.40,81.20,14.10,0.00,0.00,0.00
1890,2023-07-30,宜蘭縣,30-49歲,93.60,90.90,0.60,82.20,21.20,0.00,0.00,0.00
1891,2023-07-30,宜蘭縣,50-64歲,91.60,89.30,0.60,82.50,31.00,0.00,0.00,0.00
1892,2023-07-30,宜蘭縣,65-74歲,91.10,89.30,0.80,84.10,49.10,15.00,0.00,0.00
1893,2023-07-30,宜蘭縣,75歲以上,85.60,82.70,0.70,74.70,44.00,12.00,0.00,0.00
2140,2023-07-23,宜蘭縣,全區,90.40,86.20,0.70,75.20,25.50,0.00,0.00,0.00
2141,2023-07-23,宜蘭縣,6個月-4歲,46.50,30.80,5.50,3.40,0.00,0.00,0.00,0.00
2142,2023-07-23,宜蘭縣,5-11歲,83.30,63.00,0.40,24.30,0.40,0.00,0.00,0.00
2143,2023-07-23,宜蘭縣,12-17歲,93.40,86.40,0.20,68.20,23.30,0.00,0.00,0.00
2144,2023-07-23,宜蘭縣,18-29歲,96.40,93.40,0.40,81.30,14.10,0.00,0.00,0.00
2145,2023-07-23,宜蘭縣,30-49歲,93.60,90.90,0.60,82.20,21.20,0.00,0.00,0.00
2146,2023-07-23,宜蘭縣,50-64歲,91.70,89.40,0.60,82.50,31.00,0.00,0.00,0.00
2147,2023-07-23,宜蘭縣,65-74歲,91.00,89.20,0.80,84.00,49.00,15.00,0.00,0.00
2148,2023-07-23,宜蘭縣,75歲以上,85.70,82.70,0.70,74.70,44.00,11.90,0.00,0.00
2395,2023-07-16,宜蘭縣,全區,90.40,86.30,0.70,75.20,25.50,0.00,0.00,0.00
2396,2023-07-16,宜蘭縣,6個月-4歲,46.60,30.80,5.40,3.40,0.00,0.00,0.00,0.00
2397,2023-07-16,宜蘭縣,5-11歲,83.60,63.20,0.40,24.40,0.40,0.00,0.00,0.00
2398,2023-07-16,宜蘭縣,12-17歲,93.00,86.10,0.20,68.10,23.30,0.00,0.00,0.00
2399,2023-07-16,宜蘭縣,18-29歲,96.30,93.30,0.40,81.10,14.10,0.00,0.00,0.00
2400,2023-07-16,宜蘭縣,30-49歲,93.70,91.00,0.60,82.20,21.20,0.00,0.00,0.00
2401,2023-07-16,宜蘭縣,50-64歲,91.70,89.40,0.60,82.50,31.00,0.00,0.00,0.00
2402,2023-07-16,宜蘭縣,65-74歲,91.20,89.40,0.80,84.20,49.20,15.00,0.00,0.00
2403,2023-07-16,宜蘭縣,75歲以上,85.50,82.50,0.70,74.50,43.90,11.90,0.00,0.00
2650,2023-07-09,宜蘭縣,全區,90.40,86.30,0.70,75.20,25.50,0.00,0.00,0.00
2651,2023-07-09,宜蘭縣,6個月-4歲,46.90,30.90,5.40,3.30,0.00,0.00,0.00,0.00
2652,2023-07-09,宜蘭縣,5-11歲,83.60,63.20,0.30,24.40,0.40,0.00,0.00,0.00
2653,2023-07-09,宜蘭縣,12-17歲,93.20,86.30,0.20,68.30,23.40,0.00,0.00,0.00
2654,2023-07-09,宜蘭縣,18-29歲,96.30,93.30,0.40,81.20,14.10,0.00,0.00,0.00
2655,2023-07-09,宜蘭縣,30-49歲,93.70,90.90,0.60,82.20,21.20,0.00,0.00,0.00
2656,2023-07-09,宜蘭縣,50-64歲,91.70,89.40,0.60,82.50,31.00,0.00,0.00,0.00
2657,2023-07-09,宜蘭縣,65-74歲,91.10,89.40,0.80,84.10,49.10,15.00,0.00,0.00
2658,2023-07-09,宜蘭縣,75歲以上,85.50,82.50,0.70,74.50,43.90,11.90,0.00,0.00
2905,2023-07-02,宜蘭縣,全區,90.50,86.30,0.70,75.20,25.50,0.00,0.00,0.00
2906,2023-07-02,宜蘭縣,6個月-4歲,47.10,31.00,5.30,3.20,0.00,0.00,0.00,0.00
2907,2023-07-02,宜蘭縣,5-11歲,83.80,63.30,0.30,24.40,0.40,0.00,0.00,0.00
2908,2023-07-02,宜蘭縣,12-17歲,93.30,86.50,0.20,68.50,23.50,0.00,0.00,0.00
2909,2023-07-02,宜蘭縣,18-29歲,96.40,93.40,0.40,81.20,14.10,0.00,0.00,0.00
2910,2023-07-02,宜蘭縣,30-49歲,93.70,90.90,0.60,82.20,21.20,0.00,0.00,0.00
2911,2023-07-02,宜蘭縣,50-64歲,91.60,89.30,0.60,82.50,31.00,0.00,0.00,0.00
2912,2023-07-02,宜蘭縣,65-74歲,91.00,89.30,0.80,84.00,49.10,15.00,0.00,0.00
2913,2023-07-02,宜蘭縣,75歲以上,85.60,82.60,0.70,74.60,43.90,11.90,0.00,0.00
3160,2023-06-25,宜蘭縣,全區,90.50,86.30,0.70,75.20,25.50,0.00,0.00,0.00
3161,2023-06-25,宜蘭縣,6個月-4歲,47.30,31.00,5.30,2.80,0.00,0.00,0.00,0.00
3162,2023-06-25,宜蘭縣,5-11歲,83.80,63.40,0.30,24.30,0.40,0.00,0.00,0.00
3163,2023-06-25,宜蘭縣,12-17歲,93.30,86.50,0.20,68.60,23.50,0.00,0.00,0.00
3164,2023-06-25,宜蘭縣,18-29歲,96.50,93.40,0.40,81.30,14.00,0.00,0.00,0.00
3165,2023-06-25,宜蘭縣,30-49歲,93.70,90.90,0.60,82.20,21.20,0.00,0.00,0.00
3166,2023-06-25,宜蘭縣,50-64歲,91.60,89.30,0.60,82.50,31.00,0.00,0.00,0.00
3167,2023-06-25,宜蘭縣,65-74歲,90.90,89.20,0.80,84.00,49.10,14.90,0.00,0.00
3168,2023-06-25,宜蘭縣,75歲以上,85.60,82.60,0.70,74.50,43.80,11.80,0.00,0.00
3415,2023-06-18,宜蘭縣,全區,90.50,86.30,0.70,75.20,25.50,0.00,0.00,0.00
3416,2023-06-18,宜蘭縣,6個月-4歲,47.70,31.20,5.30,2.70,0.00,0.00,0.00,0.00
3417,2023-06-18,宜蘭縣,5-11歲,83.80,63.40,0.30,24.40,0.40,0.00,0.00,0.00
3418,2023-06-18,宜蘭縣,12-17歲,93.40,86.60,0.20,68.90,23.60,0.00,0.00,0.00
3419,2023-06-18,宜蘭縣,18-29歲,96.50,93.50,0.40,81.30,14.00,0.00,0.00,0.00
3420,2023-06-18,宜蘭縣,30-49歲,93.70,90.90,0.60,82.20,21.20,0.00,0.00,0.00
3421,2023-06-18,宜蘭縣,50-64歲,91.60,89.30,0.60,82.40,31.00,0.00,0.00,0.00
3422,2023-06-18,宜蘭縣,65-74歲,90.80,89.10,0.80,83.90,49.00,14.90,0.00,0.00
3423,2023-06-18,宜蘭縣,75歲以上,85.60,82.60,0.70,74.50,43.70,11.80,0.00,0.00
3670,2023-06-10,宜蘭縣,全區,90.50,86.30,0.70,75.20,25.50,0.00,0.00,0.00
3671,2023-06-10,宜蘭縣,6個月-4歲,47.80,31.20,5.10,2.40,0.00,0.00,0.00,0.00
3672,2023-06-10,宜蘭縣,5-11歲,84.00,63.60,0.30,24.40,0.40,0.00,0.00,0.00
3673,2023-06-10,宜蘭縣,12-17歲,93.20,86.50,0.20,68.90,23.60,0.00,0.00,0.00
3674,2023-06-10,宜蘭縣,18-29歲,96.30,93.30,0.40,81.20,14.00,0.00,0.00,0.00
3675,2023-06-10,宜蘭縣,30-49歲,93.70,90.90,0.60,82.20,21.10,0.00,0.00,0.00
3676,2023-06-10,宜蘭縣,50-64歲,91.60,89.30,0.60,82.50,31.00,0.00,0.00,0.00
3677,2023-06-10,宜蘭縣,65-74歲,91.00,89.30,0.80,84.10,49.10,14.90,0.00,0.00
3678,2023-06-10,宜蘭縣,75歲以上,85.80,82.80,0.70,74.70,43.80,11.70,0.00,0.00
3925,2023-06-03,宜蘭縣,全區,90.50,86.30,0.70,75.10,25.40,0.00,0.00,0.00
3926,2023-06-03,宜蘭縣,6個月-4歲,48.00,31.40,5.00,0.00,0.00,0.00,0.00,0.00
3927,2023-06-03,宜蘭縣,5-11歲,84.10,63.60,0.30,24.20,0.40,0.00,0.00,0.00
3928,2023-06-03,宜蘭縣,12-17歲,93.40,86.70,0.20,69.00,23.70,0.00,0.00,0.00
3929,2023-06-03,宜蘭縣,18-29歲,96.40,93.30,0.40,81.20,14.00,0.00,0.00,0.00
3930,2023-06-03,宜蘭縣,30-49歲,93.70,90.90,0.60,82.20,21.10,0.00,0.00,0.00
3931,2023-06-03,宜蘭縣,50-64歲,91.60,89.30,0.60,82.50,31.00,0.00,0.00,0.00
3932,2023-06-03,宜蘭縣,65-74歲,91.00,89.30,0.80,84.00,49.00,14.80,0.00,0.00
3933,2023-06-03,宜蘭縣,75歲以上,85.70,82.70,0.70,74.60,43.70,11.70,0.00,0.00
4180,2023-05-27,宜蘭縣,全區,90.60,86.30,0.70,75.10,25.40,0.00,0.00,0.00
4181,2023-05-27,宜蘭縣,6個月-4歲,48.10,31.30,4.90,0.00,0.00,0.00,0.00,0.00
4182,2023-05-27,宜蘭縣,5-11歲,84.10,63.60,0.30,24.00,0.30,0.00,0.00,0.00
