UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
5511,2023-03-20,彰化縣,芬園鄉,20-24,572
5512,2023-03-20,彰化縣,芬園鄉,45-49,496
5513,2023-03-19,彰化縣,芬園鄉,5-9,399
5514,2023-03-19,彰化縣,芬園鄉,30-34,648
5515,2023-03-19,彰化縣,芬園鄉,2,80
5516,2023-03-19,彰化縣,芬園鄉,40-44,642
5517,2023-03-17,彰化縣,芬園鄉,65-69,391
5518,2023-03-17,彰化縣,芬園鄉,60-64,398
5519,2023-03-15,彰化縣,芬園鄉,25-29,627
5520,2023-03-15,彰化縣,芬園鄉,10-14,389
5521,2023-03-15,彰化縣,芬園鄉,15-19,464
5522,2023-03-15,彰化縣,芬園鄉,35-39,617
5523,2023-03-15,彰化縣,芬園鄉,70+,888
5524,2023-03-12,彰化縣,芬園鄉,50-54,504
5525,2023-03-12,彰化縣,芬園鄉,1,86
5526,2023-03-11,彰化縣,芬園鄉,55-59,457
5527,2023-03-06,彰化縣,芬園鄉,0,45
5528,2023-02-27,彰化縣,芬園鄉,3,90
5529,2023-02-23,彰化縣,芬園鄉,4,81
