UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
7314,2023-03-18,南投縣,中寮鄉,60-64,213
7315,2023-03-18,南投縣,中寮鄉,35-39,201
7316,2023-03-18,南投縣,中寮鄉,70+,444
7317,2023-03-18,南投縣,中寮鄉,30-34,189
7318,2023-03-17,南投縣,中寮鄉,20-24,186
7319,2023-03-14,南投縣,中寮鄉,50-54,192
7320,2023-03-14,南投縣,中寮鄉,15-19,189
7321,2023-03-13,南投縣,中寮鄉,40-44,197
7322,2023-03-13,南投縣,中寮鄉,65-69,137
7323,2023-03-12,南投縣,中寮鄉,25-29,190
7324,2023-03-07,南投縣,中寮鄉,55-59,212
7325,2023-03-03,南投縣,中寮鄉,10-14,137
7326,2023-03-02,南投縣,中寮鄉,5-9,146
7327,2023-03-02,南投縣,中寮鄉,45-49,156
7328,2023-02-22,南投縣,中寮鄉,2,31
7329,2023-02-20,南投縣,中寮鄉,3,27
7330,2023-02-18,南投縣,中寮鄉,1,17
7331,2023-02-04,南投縣,中寮鄉,0,16
7332,2022-11-17,南投縣,中寮鄉,4,27
