UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
1843,2023-03-20,屏東縣,竹田鄉,70+,744
1844,2023-03-20,屏東縣,竹田鄉,10-14,239
1845,2023-03-20,屏東縣,竹田鄉,5-9,274
1846,2023-03-20,屏東縣,竹田鄉,30-34,525
1847,2023-03-20,屏東縣,竹田鄉,2,45
1848,2023-03-18,屏東縣,竹田鄉,50-54,543
1849,2023-03-17,屏東縣,竹田鄉,60-64,435
1850,2023-03-17,屏東縣,竹田鄉,25-29,533
1851,2023-03-17,屏東縣,竹田鄉,20-24,402
1852,2023-03-17,屏東縣,竹田鄉,15-19,265
1853,2023-03-17,屏東縣,竹田鄉,35-39,587
1854,2023-03-16,屏東縣,竹田鄉,65-69,339
1855,2023-03-16,屏東縣,竹田鄉,45-49,547
1856,2023-03-16,屏東縣,竹田鄉,40-44,614
1857,2023-03-15,屏東縣,竹田鄉,55-59,508
1858,2023-03-06,屏東縣,竹田鄉,0,36
1859,2023-02-24,屏東縣,竹田鄉,1,50
1860,2023-02-13,屏東縣,竹田鄉,4,49
1861,2023-02-10,屏東縣,竹田鄉,3,48
