UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
5834,2023-06-14,新竹市,香山區,60-64,1782
5835,2023-06-14,新竹市,香山區,35-39,3878
5836,2023-06-14,新竹市,香山區,0,268
5837,2023-06-14,新竹市,香山區,40-44,4356
5838,2023-06-14,新竹市,香山區,5-9,2699
5839,2023-03-21,新竹市,香山區,30-34,3502
5840,2023-03-21,新竹市,香山區,15-19,2488
5841,2023-03-21,新竹市,香山區,70+,2029
5842,2023-03-20,新竹市,香山區,45-49,3174
5843,2023-03-20,新竹市,香山區,10-14,2380
5844,2023-03-20,新竹市,香山區,55-59,1976
5845,2023-03-20,新竹市,香山區,50-54,2399
5846,2023-03-20,新竹市,香山區,1,392
5847,2023-03-19,新竹市,香山區,25-29,3437
5848,2023-03-19,新竹市,香山區,65-69,1392
5849,2023-03-19,新竹市,香山區,20-24,3123
5850,2023-03-18,新竹市,香山區,4,439
5851,2023-03-17,新竹市,香山區,2,399
5852,2023-03-04,新竹市,香山區,3,409
