UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
6005,2023-06-14,新竹縣,橫山鄉,35-39,320
6006,2023-06-14,新竹縣,橫山鄉,5-9,254
6007,2023-03-20,新竹縣,橫山鄉,40-44,334
6008,2023-03-20,新竹縣,橫山鄉,45-49,303
6009,2023-03-15,新竹縣,橫山鄉,10-14,204
6010,2023-03-15,新竹縣,橫山鄉,25-29,360
6011,2023-03-15,新竹縣,橫山鄉,70+,539
6012,2023-03-14,新竹縣,橫山鄉,30-34,315
6013,2023-03-14,新竹縣,橫山鄉,55-59,268
6014,2023-03-14,新竹縣,橫山鄉,20-24,314
6015,2023-03-13,新竹縣,橫山鄉,65-69,235
6016,2023-03-11,新竹縣,橫山鄉,15-19,287
6017,2023-03-08,新竹縣,橫山鄉,50-54,295
6018,2023-03-08,新竹縣,橫山鄉,4,58
6019,2023-02-25,新竹縣,橫山鄉,60-64,237
6020,2023-02-24,新竹縣,橫山鄉,1,54
6021,2023-02-20,新竹縣,橫山鄉,2,46
6022,2023-02-16,新竹縣,橫山鄉,3,42
6023,2023-01-06,新竹縣,橫山鄉,0,20
