UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
1995,2023-07-25,基隆市,全區,70+,14084
1996,2023-07-24,基隆市,全區,30-34,15183
1997,2023-06-14,基隆市,全區,65-69,9086
1998,2023-06-14,基隆市,全區,40-44,16683
1999,2023-06-14,基隆市,全區,45-49,14287
2000,2023-06-14,基隆市,全區,35-39,14767
2001,2023-06-14,基隆市,全區,50-54,12985
2002,2023-06-14,基隆市,全區,60-64,10995
2003,2023-06-14,基隆市,全區,55-59,12211
2004,2023-06-14,基隆市,全區,3,1485
2005,2023-06-14,基隆市,全區,20-24,13293
2006,2023-06-14,基隆市,全區,25-29,15774
2007,2023-03-21,基隆市,全區,10-14,8686
2008,2023-03-20,基隆市,全區,0,1019
2009,2023-03-20,基隆市,全區,2,1400
2010,2023-03-20,基隆市,全區,15-19,9630
2011,2023-03-20,基隆市,全區,5-9,9195
2012,2023-03-19,基隆市,全區,4,1584
2013,2023-03-19,基隆市,全區,1,1404
