UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
7067,2023-03-21,南投縣,水里鄉,60-64,317
7068,2023-03-20,南投縣,水里鄉,70+,567
7069,2023-03-19,南投縣,水里鄉,15-19,275
7070,2023-03-19,南投縣,水里鄉,55-59,278
7071,2023-03-18,南投縣,水里鄉,20-24,234
7072,2023-03-18,南投縣,水里鄉,35-39,298
7073,2023-03-17,南投縣,水里鄉,25-29,292
7074,2023-03-17,南投縣,水里鄉,30-34,231
7075,2023-03-16,南投縣,水里鄉,40-44,280
7076,2023-03-16,南投縣,水里鄉,45-49,226
7077,2023-03-13,南投縣,水里鄉,10-14,223
7078,2023-03-10,南投縣,水里鄉,50-54,241
7079,2023-03-09,南投縣,水里鄉,5-9,233
7080,2023-03-09,南投縣,水里鄉,65-69,288
7081,2023-02-17,南投縣,水里鄉,0,42
7082,2023-02-06,南投縣,水里鄉,3,45
7083,2023-02-02,南投縣,水里鄉,2,45
7084,2023-01-28,南投縣,水里鄉,1,54
7085,2023-01-16,南投縣,水里鄉,4,39
