UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
3516,2023-03-21,台南市,歸仁區,35-39,2640
3517,2023-03-20,台南市,歸仁區,60-64,1574
3518,2023-03-20,台南市,歸仁區,25-29,2355
3519,2023-03-20,台南市,歸仁區,15-19,1635
3520,2023-03-20,台南市,歸仁區,30-34,2442
3521,2023-03-20,台南市,歸仁區,40-44,2652
3522,2023-03-20,台南市,歸仁區,2,273
3523,2023-03-20,台南市,歸仁區,20-24,2209
3524,2023-03-20,台南市,歸仁區,45-49,2049
3525,2023-03-20,台南市,歸仁區,55-59,1591
3526,2023-03-20,台南市,歸仁區,5-9,1808
3527,2023-03-19,台南市,歸仁區,50-54,1605
3528,2023-03-19,台南市,歸仁區,10-14,1530
3529,2023-03-19,台南市,歸仁區,70+,1783
3530,2023-03-19,台南市,歸仁區,65-69,1219
3531,2023-03-17,台南市,歸仁區,3,261
3532,2023-03-17,台南市,歸仁區,1,269
3533,2023-03-15,台南市,歸仁區,4,297
3534,2023-03-08,台南市,歸仁區,0,185
