UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
1938,2023-03-17,屏東縣,牡丹鄉,40-44,114
1939,2023-03-16,屏東縣,牡丹鄉,55-59,130
1940,2023-03-12,屏東縣,牡丹鄉,1,20
1941,2023-03-12,屏東縣,牡丹鄉,65-69,117
1942,2023-03-08,屏東縣,牡丹鄉,60-64,126
1943,2023-03-01,屏東縣,牡丹鄉,30-34,90
1944,2023-02-28,屏東縣,牡丹鄉,20-24,78
1945,2023-02-21,屏東縣,牡丹鄉,5-9,127
1946,2023-02-20,屏東縣,牡丹鄉,15-19,100
1947,2023-02-16,屏東縣,牡丹鄉,25-29,82
1948,2023-02-14,屏東縣,牡丹鄉,35-39,118
1949,2023-02-06,屏東縣,牡丹鄉,45-49,109
1950,2023-02-04,屏東縣,牡丹鄉,70+,164
1951,2023-02-04,屏東縣,牡丹鄉,0,24
1952,2023-01-31,屏東縣,牡丹鄉,10-14,122
1953,2023-01-31,屏東縣,牡丹鄉,50-54,115
1954,2023-01-27,屏東縣,牡丹鄉,3,19
1955,2022-12-14,屏東縣,牡丹鄉,4,24
1956,2022-11-21,屏東縣,牡丹鄉,2,23
