UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
5454,2023-03-21,彰化縣,社頭鄉,5-9,943
5455,2023-03-20,彰化縣,社頭鄉,15-19,942
5456,2023-03-19,彰化縣,社頭鄉,70+,1520
5457,2023-03-19,彰化縣,社頭鄉,35-39,1183
5458,2023-03-19,彰化縣,社頭鄉,40-44,1276
5459,2023-03-19,彰化縣,社頭鄉,55-59,871
5460,2023-03-19,彰化縣,社頭鄉,50-54,930
5461,2023-03-18,彰化縣,社頭鄉,45-49,974
5462,2023-03-18,彰化縣,社頭鄉,1,160
5463,2023-03-18,彰化縣,社頭鄉,20-24,920
5464,2023-03-18,彰化縣,社頭鄉,25-29,1083
5465,2023-03-17,彰化縣,社頭鄉,3,147
5466,2023-03-17,彰化縣,社頭鄉,65-69,742
5467,2023-03-16,彰化縣,社頭鄉,10-14,859
5468,2023-03-16,彰化縣,社頭鄉,30-34,1174
5469,2023-03-14,彰化縣,社頭鄉,60-64,912
5470,2023-03-11,彰化縣,社頭鄉,4,138
5471,2023-03-03,彰化縣,社頭鄉,0,116
5472,2023-02-23,彰化縣,社頭鄉,2,145
