UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
7409,2023-03-20,金門縣,烈嶼鄉,2,16
7410,2023-03-19,金門縣,烈嶼鄉,55-59,82
7411,2023-03-18,金門縣,烈嶼鄉,5-9,94
7412,2023-03-18,金門縣,烈嶼鄉,3,18
7413,2023-03-18,金門縣,烈嶼鄉,4,14
7414,2023-03-17,金門縣,烈嶼鄉,30-34,95
7415,2023-03-17,金門縣,烈嶼鄉,65-69,106
7416,2023-03-16,金門縣,烈嶼鄉,35-39,119
7417,2023-03-15,金門縣,烈嶼鄉,25-29,116
7418,2023-03-14,金門縣,烈嶼鄉,60-64,96
7419,2023-03-13,金門縣,烈嶼鄉,45-49,105
7420,2023-03-13,金門縣,烈嶼鄉,10-14,111
7421,2023-03-09,金門縣,烈嶼鄉,70+,209
7422,2023-03-09,金門縣,烈嶼鄉,15-19,78
7423,2023-03-09,金門縣,烈嶼鄉,40-44,111
7424,2023-02-24,金門縣,烈嶼鄉,0,7
7425,2023-02-24,金門縣,烈嶼鄉,20-24,119
7426,2023-02-24,金門縣,烈嶼鄉,1,14
7427,2023-02-24,金門縣,烈嶼鄉,50-54,63
