UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
4789,2023-06-14,台東縣,長濱鄉,50-54,89
4790,2023-03-18,台東縣,長濱鄉,30-34,73
4791,2023-03-15,台東縣,長濱鄉,25-29,79
4792,2023-03-12,台東縣,長濱鄉,60-64,103
4793,2023-03-09,台東縣,長濱鄉,45-49,62
4794,2023-03-06,台東縣,長濱鄉,1,9
4795,2023-03-05,台東縣,長濱鄉,65-69,108
4796,2023-03-02,台東縣,長濱鄉,15-19,112
4797,2023-03-02,台東縣,長濱鄉,55-59,117
4798,2023-02-28,台東縣,長濱鄉,40-44,85
4799,2023-02-28,台東縣,長濱鄉,70+,284
4800,2023-02-23,台東縣,長濱鄉,10-14,107
4801,2023-02-22,台東縣,長濱鄉,35-39,70
4802,2023-02-16,台東縣,長濱鄉,5-9,75
4803,2023-02-14,台東縣,長濱鄉,20-24,64
4804,2022-11-28,台東縣,長濱鄉,2,12
4805,2022-11-18,台東縣,長濱鄉,4,21
4806,2022-11-14,台東縣,長濱鄉,3,11
4807,2022-09-26,台東縣,長濱鄉,0,3
