UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
2889,2023-06-14,苗栗縣,竹南鎮,60-64,1835
2890,2023-06-14,苗栗縣,竹南鎮,10-14,2861
2891,2023-06-14,苗栗縣,竹南鎮,40-44,4897
2892,2023-06-14,苗栗縣,竹南鎮,30-34,4873
2893,2023-03-21,苗栗縣,竹南鎮,35-39,4894
2894,2023-03-21,苗栗縣,竹南鎮,2,476
2895,2023-03-20,苗栗縣,竹南鎮,4,537
2896,2023-03-20,苗栗縣,竹南鎮,25-29,4738
2897,2023-03-20,苗栗縣,竹南鎮,70+,2395
2898,2023-03-20,苗栗縣,竹南鎮,20-24,2991
2899,2023-03-19,苗栗縣,竹南鎮,45-49,3505
2900,2023-03-19,苗栗縣,竹南鎮,55-59,1887
2901,2023-03-19,苗栗縣,竹南鎮,50-54,2409
2902,2023-03-19,苗栗縣,竹南鎮,15-19,2580
2903,2023-03-19,苗栗縣,竹南鎮,3,485
2904,2023-03-19,苗栗縣,竹南鎮,5-9,3138
2905,2023-03-18,苗栗縣,竹南鎮,1,444
2906,2023-03-18,苗栗縣,竹南鎮,65-69,1464
2907,2023-03-15,苗栗縣,竹南鎮,0,290
