UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
6801,2023-03-20,嘉義縣,番路鄉,45-49,170
6802,2023-03-20,嘉義縣,番路鄉,5-9,142
6803,2023-03-19,嘉義縣,番路鄉,70+,338
6804,2023-03-19,嘉義縣,番路鄉,1,21
6805,2023-03-18,嘉義縣,番路鄉,50-54,159
6806,2023-03-17,嘉義縣,番路鄉,10-14,168
6807,2023-03-14,嘉義縣,番路鄉,35-39,153
6808,2023-03-13,嘉義縣,番路鄉,25-29,189
6809,2023-03-13,嘉義縣,番路鄉,65-69,159
6810,2023-03-10,嘉義縣,番路鄉,15-19,194
6811,2023-03-10,嘉義縣,番路鄉,55-59,177
6812,2023-03-03,嘉義縣,番路鄉,60-64,169
6813,2023-03-01,嘉義縣,番路鄉,20-24,167
6814,2023-03-01,嘉義縣,番路鄉,30-34,170
6815,2023-02-28,嘉義縣,番路鄉,2,19
6816,2023-02-28,嘉義縣,番路鄉,3,26
6817,2023-02-22,嘉義縣,番路鄉,4,22
6818,2023-02-17,嘉義縣,番路鄉,0,24
6819,2023-02-11,嘉義縣,番路鄉,40-44,184
