UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
5074,2023-06-14,宜蘭縣,頭城鎮,60-64,589
5075,2023-03-20,宜蘭縣,頭城鎮,2,87
5076,2023-03-20,宜蘭縣,頭城鎮,35-39,793
5077,2023-03-20,宜蘭縣,頭城鎮,30-34,852
5078,2023-03-20,宜蘭縣,頭城鎮,5-9,551
5079,2023-03-19,宜蘭縣,頭城鎮,70+,1137
5080,2023-03-19,宜蘭縣,頭城鎮,55-59,624
5081,2023-03-18,宜蘭縣,頭城鎮,45-49,661
5082,2023-03-18,宜蘭縣,頭城鎮,50-54,675
5083,2023-03-17,宜蘭縣,頭城鎮,40-44,815
5084,2023-03-17,宜蘭縣,頭城鎮,65-69,509
5085,2023-03-16,宜蘭縣,頭城鎮,15-19,611
5086,2023-03-15,宜蘭縣,頭城鎮,25-29,801
5087,2023-03-14,宜蘭縣,頭城鎮,0,78
5088,2023-03-14,宜蘭縣,頭城鎮,1,102
5089,2023-03-13,宜蘭縣,頭城鎮,20-24,795
5090,2023-03-10,宜蘭縣,頭城鎮,10-14,491
5091,2023-03-10,宜蘭縣,頭城鎮,3,117
5092,2023-02-20,宜蘭縣,頭城鎮,4,105
