UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
419,2023-04-21,新北市,瑞芳區,3,109
420,2023-04-21,新北市,瑞芳區,1,110
421,2023-03-20,新北市,瑞芳區,40-44,1100
422,2023-03-20,新北市,瑞芳區,20-24,1046
423,2023-03-19,新北市,瑞芳區,55-59,1003
424,2023-03-19,新北市,瑞芳區,50-54,972
425,2023-03-19,新北市,瑞芳區,35-39,1098
426,2023-03-19,新北市,瑞芳區,5-9,725
427,2023-03-19,新北市,瑞芳區,45-49,934
428,2023-03-19,新北市,瑞芳區,70+,1317
429,2023-03-18,新北市,瑞芳區,60-64,935
430,2023-03-18,新北市,瑞芳區,0,101
431,2023-03-18,新北市,瑞芳區,15-19,837
432,2023-03-18,新北市,瑞芳區,30-34,1253
433,2023-03-18,新北市,瑞芳區,25-29,1253
434,2023-03-18,新北市,瑞芳區,65-69,737
435,2023-03-17,新北市,瑞芳區,10-14,674
436,2023-03-15,新北市,瑞芳區,4,109
437,2023-03-13,新北市,瑞芳區,2,124
