UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
2357,2023-06-14,台北市,中山區,65-69,4182
2358,2023-06-14,台北市,中山區,50-54,5839
2359,2023-06-14,台北市,中山區,70+,8017
2360,2023-06-14,台北市,中山區,5-9,4295
2361,2023-06-14,台北市,中山區,55-59,5100
2362,2023-06-14,台北市,中山區,40-44,8953
2363,2023-06-14,台北市,中山區,15-19,3792
2364,2023-06-14,台北市,中山區,4,641
2365,2023-06-14,台北市,中山區,25-29,10603
2366,2023-06-14,台北市,中山區,10-14,3744
2367,2023-03-23,台北市,中山區,35-39,8984
2368,2023-03-22,台北市,中山區,0,410
2369,2023-03-20,台北市,中山區,30-34,9978
2370,2023-03-20,台北市,中山區,60-64,4325
2371,2023-03-20,台北市,中山區,45-49,7103
2372,2023-03-19,台北市,中山區,20-24,6564
2373,2023-03-19,台北市,中山區,3,634
2374,2023-03-15,台北市,中山區,2,642
2375,2023-03-14,台北市,中山區,1,604
