UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
6934,2023-03-20,嘉義縣,中埔鄉,20-24,1085
6935,2023-03-20,嘉義縣,中埔鄉,15-19,1035
6936,2023-03-19,嘉義縣,中埔鄉,65-69,775
6937,2023-03-19,嘉義縣,中埔鄉,70+,1581
6938,2023-03-19,嘉義縣,中埔鄉,60-64,947
6939,2023-03-18,嘉義縣,中埔鄉,30-34,1032
6940,2023-03-18,嘉義縣,中埔鄉,50-54,940
6941,2023-03-18,嘉義縣,中埔鄉,45-49,988
6942,2023-03-18,嘉義縣,中埔鄉,25-29,1131
6943,2023-03-18,嘉義縣,中埔鄉,10-14,900
6944,2023-03-18,嘉義縣,中埔鄉,35-39,1097
6945,2023-03-17,嘉義縣,中埔鄉,40-44,1170
6946,2023-03-17,嘉義縣,中埔鄉,5-9,891
6947,2023-03-17,嘉義縣,中埔鄉,55-59,883
6948,2023-03-15,嘉義縣,中埔鄉,0,118
6949,2023-03-15,嘉義縣,中埔鄉,3,138
6950,2023-03-15,嘉義縣,中埔鄉,1,147
6951,2023-03-14,嘉義縣,中埔鄉,2,142
6952,2023-03-13,嘉義縣,中埔鄉,4,144
