UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
3079,2023-03-19,苗栗縣,三義鄉,70+,582
3080,2023-03-19,苗栗縣,三義鄉,25-29,428
3081,2023-03-19,苗栗縣,三義鄉,50-54,356
3082,2023-03-18,苗栗縣,三義鄉,35-39,453
3083,2023-03-17,苗栗縣,三義鄉,60-64,417
3084,2023-03-17,苗栗縣,三義鄉,40-44,447
3085,2023-03-17,苗栗縣,三義鄉,1,58
3086,2023-03-16,苗栗縣,三義鄉,45-49,348
3087,2023-03-16,苗栗縣,三義鄉,30-34,479
3088,2023-03-16,苗栗縣,三義鄉,65-69,298
3089,2023-03-16,苗栗縣,三義鄉,55-59,344
3090,2023-03-15,苗栗縣,三義鄉,20-24,351
3091,2023-03-13,苗栗縣,三義鄉,10-14,321
3092,2023-03-13,苗栗縣,三義鄉,2,67
3093,2023-03-11,苗栗縣,三義鄉,15-19,369
3094,2023-03-07,苗栗縣,三義鄉,5-9,327
3095,2023-03-06,苗栗縣,三義鄉,0,42
3096,2023-03-03,苗栗縣,三義鄉,3,52
3097,2023-03-01,苗栗縣,三義鄉,4,66
