UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
5055,2023-03-13,台東縣,達仁鄉,0,9
5056,2023-03-13,台東縣,達仁鄉,55-59,70
5057,2023-03-09,台東縣,達仁鄉,25-29,56
5058,2023-03-09,台東縣,達仁鄉,65-69,70
5059,2023-03-08,台東縣,達仁鄉,60-64,78
5060,2023-03-05,台東縣,達仁鄉,50-54,63
5061,2023-02-20,台東縣,達仁鄉,30-34,67
5062,2023-02-20,台東縣,達仁鄉,70+,109
5063,2023-02-17,台東縣,達仁鄉,15-19,66
5064,2023-02-15,台東縣,達仁鄉,40-44,49
5065,2023-02-14,台東縣,達仁鄉,45-49,53
5066,2023-02-14,台東縣,達仁鄉,35-39,62
5067,2023-02-14,台東縣,達仁鄉,20-24,62
5068,2023-02-13,台東縣,達仁鄉,5-9,73
5069,2023-01-29,台東縣,達仁鄉,10-14,77
5070,2022-11-10,台東縣,達仁鄉,4,18
5071,2022-10-31,台東縣,達仁鄉,1,13
5072,2022-10-01,台東縣,達仁鄉,3,11
5073,2022-09-29,台東縣,達仁鄉,2,23
