UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
2737,2023-03-19,雲林縣,口湖鄉,55-59,291
2738,2023-03-18,雲林縣,口湖鄉,40-44,377
2739,2023-03-18,雲林縣,口湖鄉,30-34,291
2740,2023-03-18,雲林縣,口湖鄉,25-29,283
2741,2023-03-18,雲林縣,口湖鄉,20-24,331
2742,2023-03-17,雲林縣,口湖鄉,35-39,382
2743,2023-03-17,雲林縣,口湖鄉,10-14,308
2744,2023-03-17,雲林縣,口湖鄉,1,63
2745,2023-03-17,雲林縣,口湖鄉,70+,571
2746,2023-03-17,雲林縣,口湖鄉,50-54,261
2747,2023-03-13,雲林縣,口湖鄉,60-64,263
2748,2023-03-12,雲林縣,口湖鄉,15-19,357
2749,2023-03-10,雲林縣,口湖鄉,45-49,287
2750,2023-03-09,雲林縣,口湖鄉,65-69,268
2751,2023-03-06,雲林縣,口湖鄉,5-9,326
2752,2023-03-02,雲林縣,口湖鄉,0,30
2753,2023-02-25,雲林縣,口湖鄉,2,54
2754,2023-02-10,雲林縣,口湖鄉,4,55
2755,2023-01-27,雲林縣,口湖鄉,3,40
