UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
1425,2023-06-14,屏東縣,里港鄉,50-54,523
1426,2023-06-14,屏東縣,里港鄉,60-64,401
1427,2023-03-21,屏東縣,里港鄉,10-14,396
1428,2023-03-20,屏東縣,里港鄉,5-9,454
1429,2023-03-20,屏東縣,里港鄉,20-24,564
1430,2023-03-20,屏東縣,里港鄉,30-34,633
1431,2023-03-20,屏東縣,里港鄉,70+,769
1432,2023-03-17,屏東縣,里港鄉,25-29,685
1433,2023-03-17,屏東縣,里港鄉,65-69,349
1434,2023-03-16,屏東縣,里港鄉,55-59,486
1435,2023-03-15,屏東縣,里港鄉,15-19,481
1436,2023-03-14,屏東縣,里港鄉,45-49,471
1437,2023-03-14,屏東縣,里港鄉,40-44,580
1438,2023-03-14,屏東縣,里港鄉,35-39,594
1439,2023-03-12,屏東縣,里港鄉,4,77
1440,2023-03-06,屏東縣,里港鄉,1,99
1441,2023-03-06,屏東縣,里港鄉,2,93
1442,2023-02-24,屏東縣,里港鄉,3,78
1443,2023-02-18,屏東縣,里港鄉,0,64
