UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
1577,2023-06-14,屏東縣,枋山鄉,20-24,99
1578,2023-03-20,屏東縣,枋山鄉,55-59,68
1579,2023-03-12,屏東縣,枋山鄉,25-29,73
1580,2023-03-12,屏東縣,枋山鄉,65-69,59
1581,2023-03-12,屏東縣,枋山鄉,60-64,58
1582,2023-03-11,屏東縣,枋山鄉,70+,146
1583,2023-03-09,屏東縣,枋山鄉,5-9,54
1584,2023-03-04,屏東縣,枋山鄉,30-34,57
1585,2023-03-01,屏東縣,枋山鄉,50-54,64
1586,2023-03-01,屏東縣,枋山鄉,40-44,65
1587,2023-03-01,屏東縣,枋山鄉,0,8
1588,2023-02-27,屏東縣,枋山鄉,45-49,70
1589,2023-02-18,屏東縣,枋山鄉,10-14,58
1590,2023-02-07,屏東縣,枋山鄉,4,8
1591,2023-01-22,屏東縣,枋山鄉,35-39,56
1592,2022-12-23,屏東縣,枋山鄉,15-19,91
1593,2022-11-28,屏東縣,枋山鄉,1,15
1594,2022-11-11,屏東縣,枋山鄉,2,11
1595,2022-09-05,屏東縣,枋山鄉,3,11
