UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
4333,2023-06-14,台中市,沙鹿區,55-59,2084
4334,2023-04-06,台中市,沙鹿區,30-34,4057
4335,2023-03-21,台中市,沙鹿區,40-44,5020
4336,2023-03-20,台中市,沙鹿區,60-64,1825
4337,2023-03-20,台中市,沙鹿區,70+,2371
4338,2023-03-20,台中市,沙鹿區,65-69,1460
4339,2023-03-20,台中市,沙鹿區,35-39,4504
4340,2023-03-20,台中市,沙鹿區,25-29,4316
4341,2023-03-20,台中市,沙鹿區,2,475
4342,2023-03-20,台中市,沙鹿區,1,484
4343,2023-03-19,台中市,沙鹿區,3,486
4344,2023-03-19,台中市,沙鹿區,20-24,5659
4345,2023-03-19,台中市,沙鹿區,5-9,3239
4346,2023-03-19,台中市,沙鹿區,45-49,3556
4347,2023-03-19,台中市,沙鹿區,50-54,2520
4348,2023-03-19,台中市,沙鹿區,0,307
4349,2023-03-18,台中市,沙鹿區,15-19,3367
4350,2023-03-18,台中市,沙鹿區,10-14,2936
4351,2023-03-18,台中市,沙鹿區,4,563
