UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
5112,2023-06-14,宜蘭縣,礁溪鄉,70+,1547
5113,2023-03-21,宜蘭縣,礁溪鄉,35-39,1173
5114,2023-03-19,宜蘭縣,礁溪鄉,10-14,801
5115,2023-03-19,宜蘭縣,礁溪鄉,65-69,746
5116,2023-03-19,宜蘭縣,礁溪鄉,1,169
5117,2023-03-18,宜蘭縣,礁溪鄉,50-54,927
5118,2023-03-18,宜蘭縣,礁溪鄉,25-29,1347
5119,2023-03-18,宜蘭縣,礁溪鄉,60-64,903
5120,2023-03-18,宜蘭縣,礁溪鄉,20-24,1243
5121,2023-03-18,宜蘭縣,礁溪鄉,4,145
5122,2023-03-18,宜蘭縣,礁溪鄉,40-44,1185
5123,2023-03-18,宜蘭縣,礁溪鄉,5-9,809
5124,2023-03-17,宜蘭縣,礁溪鄉,55-59,984
5125,2023-03-17,宜蘭縣,礁溪鄉,45-49,940
5126,2023-03-17,宜蘭縣,礁溪鄉,30-34,1384
5127,2023-03-16,宜蘭縣,礁溪鄉,15-19,811
5128,2023-03-16,宜蘭縣,礁溪鄉,0,97
5129,2023-03-11,宜蘭縣,礁溪鄉,2,162
5130,2023-03-09,宜蘭縣,礁溪鄉,3,144
