UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
3041,2023-03-20,苗栗縣,獅潭鄉,65-69,68
3042,2023-03-20,苗栗縣,獅潭鄉,55-59,51
3043,2023-03-16,苗栗縣,獅潭鄉,40-44,55
3044,2023-03-14,苗栗縣,獅潭鄉,25-29,46
3045,2023-03-14,苗栗縣,獅潭鄉,45-49,41
3046,2023-03-11,苗栗縣,獅潭鄉,60-64,80
3047,2023-03-04,苗栗縣,獅潭鄉,15-19,37
3048,2023-03-01,苗栗縣,獅潭鄉,70+,167
3049,2023-02-25,苗栗縣,獅潭鄉,30-34,37
3050,2023-02-24,苗栗縣,獅潭鄉,20-24,44
3051,2023-02-22,苗栗縣,獅潭鄉,10-14,36
3052,2023-02-22,苗栗縣,獅潭鄉,0,3
3053,2023-02-21,苗栗縣,獅潭鄉,5-9,43
3054,2023-02-21,苗栗縣,獅潭鄉,35-39,38
3055,2023-02-14,苗栗縣,獅潭鄉,50-54,57
3056,2023-01-19,苗栗縣,獅潭鄉,2,7
3057,2023-01-12,苗栗縣,獅潭鄉,4,11
3058,2023-01-01,苗栗縣,獅潭鄉,3,11
3059,2022-11-22,苗栗縣,獅潭鄉,1,7
