UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
6953,2023-03-19,嘉義縣,鹿草鄉,15-19,189
6954,2023-03-19,嘉義縣,鹿草鄉,70+,447
6955,2023-03-18,嘉義縣,鹿草鄉,55-59,236
6956,2023-03-18,嘉義縣,鹿草鄉,50-54,239
6957,2023-03-18,嘉義縣,鹿草鄉,30-34,231
6958,2023-03-17,嘉義縣,鹿草鄉,35-39,299
6959,2023-03-16,嘉義縣,鹿草鄉,20-24,282
6960,2023-03-15,嘉義縣,鹿草鄉,45-49,294
6961,2023-03-15,嘉義縣,鹿草鄉,40-44,306
6962,2023-03-15,嘉義縣,鹿草鄉,25-29,296
6963,2023-03-07,嘉義縣,鹿草鄉,65-69,186
6964,2023-03-07,嘉義縣,鹿草鄉,0,25
6965,2023-02-24,嘉義縣,鹿草鄉,60-64,227
6966,2023-02-19,嘉義縣,鹿草鄉,4,25
6967,2023-02-15,嘉義縣,鹿草鄉,5-9,137
6968,2023-02-13,嘉義縣,鹿草鄉,2,34
6969,2023-02-04,嘉義縣,鹿草鄉,1,27
6970,2023-01-26,嘉義縣,鹿草鄉,10-14,126
6971,2023-01-09,嘉義縣,鹿草鄉,3,24
