UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
5587,2023-03-20,彰化縣,永靖鄉,10-14,755
5588,2023-03-19,彰化縣,永靖鄉,15-19,810
5589,2023-03-19,彰化縣,永靖鄉,20-24,751
5590,2023-03-19,彰化縣,永靖鄉,70+,1075
5591,2023-03-18,彰化縣,永靖鄉,25-29,916
5592,2023-03-18,彰化縣,永靖鄉,30-34,883
5593,2023-03-18,彰化縣,永靖鄉,0,105
5594,2023-03-18,彰化縣,永靖鄉,35-39,1037
5595,2023-03-17,彰化縣,永靖鄉,50-54,737
5596,2023-03-17,彰化縣,永靖鄉,45-49,828
5597,2023-03-17,彰化縣,永靖鄉,65-69,549
5598,2023-03-17,彰化縣,永靖鄉,40-44,1044
5599,2023-03-16,彰化縣,永靖鄉,55-59,703
5600,2023-03-13,彰化縣,永靖鄉,60-64,687
5601,2023-03-11,彰化縣,永靖鄉,3,102
5602,2023-03-11,彰化縣,永靖鄉,5-9,737
5603,2023-03-07,彰化縣,永靖鄉,2,121
5604,2023-02-10,彰化縣,永靖鄉,1,116
5605,2023-02-07,彰化縣,永靖鄉,4,112
