UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
5188,2023-06-14,宜蘭縣,五結鄉,65-69,824
5189,2023-03-20,宜蘭縣,五結鄉,5-9,1163
5190,2023-03-20,宜蘭縣,五結鄉,10-14,1043
5191,2023-03-20,宜蘭縣,五結鄉,40-44,1743
5192,2023-03-20,宜蘭縣,五結鄉,15-19,1060
5193,2023-03-19,宜蘭縣,五結鄉,25-29,1612
5194,2023-03-18,宜蘭縣,五結鄉,30-34,1629
5195,2023-03-18,宜蘭縣,五結鄉,45-49,1372
5196,2023-03-18,宜蘭縣,五結鄉,35-39,1635
5197,2023-03-18,宜蘭縣,五結鄉,50-54,1217
5198,2023-03-17,宜蘭縣,五結鄉,2,207
5199,2023-03-17,宜蘭縣,五結鄉,70+,1413
5200,2023-03-16,宜蘭縣,五結鄉,60-64,1031
5201,2023-03-15,宜蘭縣,五結鄉,55-59,1103
5202,2023-03-14,宜蘭縣,五結鄉,20-24,1206
5203,2023-03-14,宜蘭縣,五結鄉,4,226
5204,2023-03-13,宜蘭縣,五結鄉,0,130
5205,2023-03-07,宜蘭縣,五結鄉,1,213
5206,2023-03-06,宜蘭縣,五結鄉,3,195
