UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
6308,2023-06-14,花蓮縣,鳳林鎮,60-64,233
6309,2023-06-14,花蓮縣,鳳林鎮,70+,579
6310,2023-06-14,花蓮縣,鳳林鎮,5-9,187
6311,2023-06-14,花蓮縣,鳳林鎮,55-59,216
6312,2023-06-14,花蓮縣,鳳林鎮,50-54,199
6313,2023-06-14,花蓮縣,鳳林鎮,45-49,231
6314,2023-06-14,花蓮縣,鳳林鎮,35-39,212
6315,2023-06-14,花蓮縣,鳳林鎮,4,27
6316,2023-06-14,花蓮縣,鳳林鎮,25-29,208
6317,2023-06-14,花蓮縣,鳳林鎮,30-34,165
6318,2023-03-16,花蓮縣,鳳林鎮,40-44,231
6319,2023-03-16,花蓮縣,鳳林鎮,20-24,176
6320,2023-03-13,花蓮縣,鳳林鎮,65-69,232
6321,2023-03-11,花蓮縣,鳳林鎮,10-14,171
6322,2023-03-11,花蓮縣,鳳林鎮,3,26
6323,2023-03-07,花蓮縣,鳳林鎮,15-19,176
6324,2023-03-04,花蓮縣,鳳林鎮,0,19
6325,2023-02-06,花蓮縣,鳳林鎮,2,30
6326,2023-01-07,花蓮縣,鳳林鎮,1,39
