UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
3174,2023-03-21,嘉義市,西區,30-34,3798
3175,2023-03-21,嘉義市,西區,20-24,3683
3176,2023-03-20,嘉義市,西區,40-44,4839
3177,2023-03-20,嘉義市,西區,45-49,4178
3178,2023-03-20,嘉義市,西區,70+,4819
3179,2023-03-20,嘉義市,西區,15-19,3441
3180,2023-03-20,嘉義市,西區,25-29,4017
3181,2023-03-20,嘉義市,西區,10-14,3430
3182,2023-03-19,嘉義市,西區,65-69,2528
3183,2023-03-19,嘉義市,西區,60-64,2829
3184,2023-03-19,嘉義市,西區,50-54,3552
3185,2023-03-19,嘉義市,西區,55-59,3205
3186,2023-03-18,嘉義市,西區,35-39,4416
3187,2023-03-18,嘉義市,西區,5-9,3250
3188,2023-03-18,嘉義市,西區,1,505
3189,2023-03-16,嘉義市,西區,4,596
3190,2023-03-15,嘉義市,西區,2,469
3191,2023-03-13,嘉義市,西區,3,488
3192,2023-03-08,嘉義市,西區,0,314
