UID,最後統計日期,縣市,鄉鎮,年齡層,累計確診人數
7162,2023-03-20,南投縣,草屯鎮,25-29,3177
7163,2023-03-20,南投縣,草屯鎮,35-39,3103
7164,2023-03-20,南投縣,草屯鎮,45-49,2721
7165,2023-03-20,南投縣,草屯鎮,60-64,2385
7166,2023-03-20,南投縣,草屯鎮,15-19,2374
7167,2023-03-20,南投縣,草屯鎮,5-9,2345
7168,2023-03-19,南投縣,草屯鎮,20-24,2627
7169,2023-03-19,南投縣,草屯鎮,50-54,2583
7170,2023-03-19,南投縣,草屯鎮,70+,3526
7171,2023-03-19,南投縣,草屯鎮,1,351
7172,2023-03-19,南投縣,草屯鎮,30-34,2975
7173,2023-03-18,南投縣,草屯鎮,10-14,2092
7174,2023-03-18,南投縣,草屯鎮,40-44,3397
7175,2023-03-17,南投縣,草屯鎮,55-59,2487
7176,2023-03-17,南投縣,草屯鎮,65-69,1912
7177,2023-03-16,南投縣,草屯鎮,4,385
7178,2023-03-16,南投縣,草屯鎮,0,256
7179,2023-03-15,南投縣,草屯鎮,2,379
7180,2023-03-14,南投縣,草屯鎮,3,386
